Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GCF_015167655	f__Enterobacteriaceae (UID5103)	157	1005	324	2	990	13	0	0	0	99.38	1.37	23.08
GCF_015208815	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	10	0	0	0	99.90	0.65	0.00
GCF_015230675	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1163	7	0	0	1	99.93	2.22	0.00
GCF_015230695	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1167	4	0	0	1	100.00	1.93	0.00
GCF_015230755	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1146	25	0	0	1	100.00	3.39	36.96
GCF_015230995	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.87	0.48	0.00
GCF_015231155	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1167	4	0	0	1	100.00	1.93	0.00
GCF_015234875	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_015353115	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
GCF_015356435	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.90	0.17	0.00
GCF_015356495	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1158	11	1	0	0	99.67	0.97	0.00
GCF_015549445	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.59	14.29
GCF_015554155	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.55	11.11
GCF_015558715	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.29	16.67
GCF_015666935	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1157	14	1	0	0	100.00	1.63	0.00
GCF_015667445	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.65	0.00
GCF_015668035	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.11	0.00
GCF_015668205	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1170	1	0	0	0	99.87	0.07	0.00
GCF_015668675	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1163	8	0	0	0	99.90	0.43	0.00
GCF_015669215	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.31	16.67
GCF_015670485	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_015672735	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.87	1.15	0.00
GCF_015673475	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.90	0.11	0.00
GCF_015674155	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1161	11	0	0	0	99.97	0.68	0.00
GCF_015674675	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.90	0.11	0.00
GCF_015674715	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.90	0.11	0.00
GCF_015674725	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.90	0.11	0.00
GCF_015730635	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1161	11	0	0	0	99.97	0.66	0.00
GCF_015731115	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1163	7	0	0	0	99.84	0.42	0.00
GCF_015910405	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.87	0.38	0.00
GCF_015965415	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.91	0.78	50.00
GCF_015965555	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1162	9	0	0	0	99.91	0.96	66.67
GCF_016114665	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1162	9	0	0	0	99.88	0.76	0.00
GCF_016128275	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.88	0.98	0.00
GCF_016133805	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	10	0	0	0	99.87	0.73	0.00
GCF_016406035	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1170	1	0	0	0	99.87	0.05	0.00
GCF_016428845	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1155	17	0	0	0	99.85	1.35	35.29
GCF_016461655	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1166	5	0	0	0	99.90	0.66	0.00
GCF_016500385	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016500445	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016500465	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1162	9	0	0	0	99.90	0.47	11.11
GCF_016500495	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.88	0.89	0.00
GCF_016500505	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1161	10	1	0	0	100.00	1.24	0.00
GCF_016500565	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.54	0.00
GCF_016500575	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	10	0	0	0	99.90	0.71	20.00
GCF_016500585	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1165	6	0	0	0	99.90	0.57	0.00
GCF_016500615	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	10	0	0	0	99.87	0.72	10.00
GCF_016500665	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.17	0.00
GCF_016500695	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1151	21	0	0	0	99.97	1.79	4.76
GCF_016500715	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1167	3	0	0	0	99.45	0.22	0.00
GCF_016500725	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1170	1	0	0	0	99.90	0.04	0.00
GCF_016500765	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1150	21	1	0	0	99.97	1.89	8.33
GCF_016500775	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.54	0.00
GCF_016500795	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.54	0.00
GCF_016500805	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016500825	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016500865	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1163	9	0	0	0	100.00	0.59	0.00
GCF_016500875	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.88	0.89	0.00
GCF_016500885	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1166	5	0	0	0	99.90	0.51	0.00
GCF_016500895	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1169	3	0	0	0	100.00	0.41	0.00
GCF_016500905	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016501025	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016501085	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.48	62.50
GCF_016501105	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	3	1	0	0	99.88	0.31	0.00
GCF_016501115	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	7	0	1	0	99.87	1.59	7.69
GCF_016501265	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	8	0	0	0	99.88	0.44	0.00
GCF_016501285	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1166	7	0	0	0	100.00	0.52	0.00
GCF_016501295	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.70	0.00
GCF_016501315	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016501325	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1168	4	0	0	0	100.00	0.16	0.00
GCF_016501405	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.42	0.00
GCF_016501425	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	7	0	0	0	100.00	0.22	0.00
GCF_016501445	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016501455	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1159	13	0	0	0	100.00	1.27	23.08
GCF_016501465	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.54	0.00
GCF_016501505	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.54	0.00
GCF_016501525	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1168	5	0	0	0	100.00	0.48	0.00
GCF_016501545	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.55	0.22	0.00
GCF_016501555	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.65	0.00
GCF_016501565	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.55	0.07	0.00
GCF_016501625	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1165	5	0	0	0	99.87	0.27	0.00
GCF_016501665	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.88	0.32	0.00
GCF_016501675	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.42	0.00
GCF_016501745	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016501755	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.47	0.00
GCF_016501785	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1168	5	0	0	0	100.00	0.48	0.00
GCF_016501815	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.82	0.46	25.00
GCF_016501865	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1166	6	0	0	0	100.00	0.47	0.00
GCF_016501885	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1168	5	0	0	0	100.00	0.48	0.00
GCF_016501905	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1168	5	0	0	0	100.00	0.48	0.00
GCF_016501915	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1168	4	0	0	0	100.00	0.27	0.00
GCF_016501935	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	12	1	0	0	99.70	1.38	0.00
GCF_016501955	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1162	8	0	0	0	99.58	0.53	0.00
GCF_016501985	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	8	0	0	0	99.88	0.43	0.00
GCF_016502005	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.54	0.00
GCF_016502025	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1167	4	0	0	0	99.90	0.33	0.00
GCF_016502045	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1151	19	0	0	0	99.70	1.62	5.26
GCF_016502055	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	11	2	0	0	99.97	1.76	5.88
GCF_016502085	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.54	0.00
GCF_016502105	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.89	0.40	0.00
GCF_016502115	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1169	2	1	0	0	100.00	0.93	0.00
GCF_016502145	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1168	2	0	0	0	99.84	0.09	50.00
GCF_016502155	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1168	2	0	0	0	99.84	0.09	50.00
GCF_016502165	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1171	2	0	0	0	100.00	0.08	0.00
GCF_016502205	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.90	0.14	33.33
GCF_016502215	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.90	0.14	33.33
GCF_016502245	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.90	0.14	33.33
GCF_016502265	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.90	0.27	16.67
GCF_016502285	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1165	4	0	0	0	99.52	0.26	0.00
GCF_016502965	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.59	0.00
GCF_016502995	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.54	0.00
GCF_016503095	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1167	3	0	0	0	99.45	0.13	0.00
GCF_016503115	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.40	0.00
GCF_016503225	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1162	8	1	0	0	99.90	0.93	0.00
GCF_016503245	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	10	0	0	0	99.70	0.73	0.00
GCF_016503265	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1158	13	1	0	0	100.00	1.95	0.00
GCF_016503295	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.54	0.00
GCF_016503305	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1167	4	0	0	0	99.90	0.36	0.00
GCF_016503385	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1160	11	0	0	0	99.88	0.80	0.00
GCF_016503485	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1161	11	0	0	0	99.97	0.68	9.09
GCF_016503495	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1160	11	0	0	0	99.90	0.68	9.09
GCF_016503505	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1159	11	0	0	0	99.80	1.06	0.00
GCF_016503565	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1163	7	0	0	0	99.58	0.44	0.00
GCF_016503575	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1167	4	0	0	0	99.90	0.36	0.00
GCF_016503625	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1159	12	1	0	0	100.00	0.98	0.00
GCF_016503635	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.40	0.00
GCF_016503645	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1166	5	1	0	0	100.00	0.80	0.00
GCF_016503685	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
GCF_016503695	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.57	0.00
GCF_016503735	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1169	3	0	0	0	100.00	0.11	0.00
GCF_016503745	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.42	0.00
GCF_016503785	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016503805	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	7	1	0	0	100.00	0.73	0.00
GCF_016503825	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_016503835	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.70	0.38	16.67
GCF_016503845	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	6	1	0	0	100.00	1.04	11.11
GCF_016503885	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1160	11	1	0	0	100.00	1.47	14.29
GCF_016503905	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.59	0.00
GCF_016503915	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.88	0.25	0.00
GCF_016503935	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1163	9	0	0	0	100.00	0.46	0.00
GCF_016503955	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	6	1	0	0	100.00	1.04	0.00
GCF_016503985	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	6	1	0	0	100.00	1.04	11.11
GCF_016504005	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.90	0.07	0.00
GCF_016504015	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.70	0.43	0.00
GCF_016504035	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.69	12.50
GCF_016504055	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.88	0.30	0.00
GCF_016504085	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.37	0.00
GCF_016504105	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1163	10	0	0	0	100.00	0.56	0.00
GCF_016504115	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1169	3	0	0	0	100.00	0.16	0.00
GCF_016504145	f__Enterobacteriaceae (UID5124)	134	1173	336	7	1160	6	0	0	0	99.29	0.47	0.00
GCF_016504155	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016504165	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.88	0.98	0.00
GCF_016504225	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.25	20.00
GCF_016504345	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.88	0.91	0.00
GCF_016504355	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.90	0.33	0.00
GCF_016504365	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016504485	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.76	0.00
GCF_016504495	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	7	0	0	0	100.00	0.85	28.57
GCF_016504515	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1156	15	1	0	0	99.97	1.41	5.56
GCF_016504545	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1160	11	0	0	0	99.90	1.17	0.00
GCF_016504585	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.70	0.07	0.00
GCF_016504605	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1167	6	0	0	0	100.00	0.53	0.00
GCF_016504635	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016504665	f__Enterobacteriaceae (UID5124)	134	1173	336	4	1157	12	0	0	0	99.75	0.88	0.00
GCF_016504725	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.59	25.00
GCF_016504735	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1168	2	0	0	0	99.87	0.33	0.00
GCF_016504745	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1158	12	0	0	0	99.78	1.14	8.33
GCF_016504785	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	20.00
GCF_016504805	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1163	7	0	0	0	99.85	0.45	0.00
GCF_016504815	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1170	3	0	0	0	100.00	0.27	0.00
GCF_016504825	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016504865	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1163	8	0	0	0	99.97	1.04	0.00
GCF_016504885	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1162	10	0	0	0	99.97	0.56	0.00
GCF_016504895	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1162	8	0	0	0	99.87	0.52	0.00
GCF_016504905	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.88	0.99	0.00
GCF_016504925	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	7	0	0	0	100.00	0.43	0.00
GCF_016505025	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1166	6	0	0	0	100.00	0.54	0.00
GCF_016505035	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.38	0.00
GCF_016505055	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.87	0.19	0.00
GCF_016505085	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1166	6	0	0	0	100.00	0.45	0.00
GCF_016505095	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1154	16	1	0	0	99.90	1.92	15.79
GCF_016505125	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
GCF_016505165	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1163	9	0	0	0	100.00	0.94	11.11
GCF_016505185	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	8	0	0	0	99.88	0.44	0.00
GCF_016505195	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
GCF_016505225	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.88	0.99	0.00
GCF_016505245	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.83	0.00
GCF_016505255	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1166	6	0	0	0	100.00	0.71	0.00
GCF_016505285	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1160	11	0	0	0	99.90	0.82	36.36
GCF_016505295	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.41	0.00
GCF_016505325	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1160	9	3	0	0	100.00	1.44	11.11
GCF_016505335	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.55	0.26	0.00
GCF_016505385	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	9	1	0	0	99.90	1.22	0.00
GCF_016505395	f__Enterobacteriaceae (UID5124)	134	1173	336	7	1157	9	0	0	0	99.48	0.52	0.00
GCF_016505445	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1162	10	0	0	0	99.97	0.98	0.00
GCF_016505465	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.40	0.00
GCF_016505485	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1168	2	0	0	0	99.80	0.14	0.00
GCF_016505495	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.47	0.00
GCF_016505505	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.94	0.34	0.00
GCF_016505545	f__Enterobacteriaceae (UID5124)	134	1173	336	4	1166	3	0	0	0	99.41	0.10	0.00
GCF_016505565	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1164	6	0	0	0	99.78	0.47	0.00
GCF_016505585	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1166	5	0	0	0	99.90	0.41	20.00
GCF_016505605	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.88	0.28	0.00
GCF_016505625	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.49	0.00
GCF_016505645	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1165	4	0	0	0	99.52	0.26	0.00
GCF_016507545	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.88	0.35	0.00
GCF_016507605	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1157	13	0	0	0	99.58	0.98	0.00
GCF_016507625	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1162	10	0	0	0	99.94	0.93	0.00
GCF_016507635	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1165	6	0	0	0	99.90	0.30	16.67
GCF_016507745	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	8	2	0	0	99.90	1.52	0.00
GCF_016507845	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.09	0.00
GCF_016507855	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1171	2	0	0	0	100.00	0.08	0.00
GCF_016507865	f__Enterobacteriaceae (UID5124)	134	1173	336	7	1159	7	0	0	0	99.29	0.54	0.00
GCF_016507955	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.52	0.00
GCF_016508125	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1166	4	0	0	0	99.55	0.20	0.00
GCF_016509215	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	10	0	0	0	99.87	0.50	10.00
GCF_016679915	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.55	0.21	0.00
GCF_016760555	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	8	0	0	0	99.88	0.73	0.00
GCF_016811995	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	8	0	0	0	99.67	0.56	0.00
GCF_016859065	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	10	0	0	0	99.90	0.51	40.00
GCF_016859695	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	13	0	0	0	99.97	0.78	0.00
GCF_016859715	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.46	0.00
GCF_016859885	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	9	1	0	0	99.90	1.50	0.00
GCF_016859905	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	9	1	0	0	99.90	1.50	0.00
GCF_016892575	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.69	0.00
GCF_016893685	f__Enterobacteriaceae (UID5124)	134	1173	336	9	1162	2	0	0	0	99.24	0.09	50.00
GCF_016893705	f__Enterobacteriaceae (UID5124)	134	1173	336	8	1163	2	0	0	0	99.05	0.09	50.00
GCF_016893745	f__Enterobacteriaceae (UID5124)	134	1173	336	14	1157	2	0	0	0	98.32	0.09	50.00
GCF_016893845	f__Enterobacteriaceae (UID5124)	134	1173	336	11	1160	2	0	0	0	98.76	0.09	50.00
GCF_016893885	f__Enterobacteriaceae (UID5124)	134	1173	336	10	1161	2	0	0	0	98.94	0.09	50.00
GCF_016893985	f__Enterobacteriaceae (UID5124)	134	1173	336	13	1158	2	0	0	0	98.62	0.09	50.00
GCF_016894025	f__Enterobacteriaceae (UID5124)	134	1173	336	11	1160	2	0	0	0	98.76	0.09	50.00
GCF_016894045	f__Enterobacteriaceae (UID5124)	134	1173	336	7	1165	1	0	0	0	99.29	0.05	0.00
GCF_016894065	f__Enterobacteriaceae (UID5124)	134	1173	336	12	1159	2	0	0	0	98.93	0.09	50.00
GCF_016894085	f__Enterobacteriaceae (UID5124)	134	1173	336	8	1163	2	0	0	0	99.38	0.09	50.00
GCF_016894105	f__Enterobacteriaceae (UID5124)	134	1173	336	10	1161	2	0	0	0	99.08	0.09	50.00
