name	Metal	Biocide	Heat	Virulence	Acid
GCF_016939595	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacE,qacEdelta1			
GCF_014803195	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silR,silS				
GCF_002918505					
ERQ0225	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_000398865			hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_017164125	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacL			
GCF_019443705				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016906165					
GCF_017151495		qacEdelta1			
GCF_013899405	arsA,arsD,arsR				
GCF_016503485	arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_014901845	arsR,terD,terW,terZ			ybtP,ybtQ	
GCF_902160715	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016501525				ybtP,ybtQ	
GCF_016501815	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_003350185	arsA,arsD,arsR			iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_002151815					
GCF_004024365	arsB,arsC,arsR,merA,merD,merE,merR,merT	qacEdelta1			
GCF_017151545		qacEdelta1			
GCF_013785085	arsA,arsD,arsR				
GCF_000981805	arsA,arsD,arsR,merD,merE,merP,merR,merT,ncrC,nirA,nirB,nirD,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_008180565	arsD,arsR,merR,merT				
GCF_902506735	arsA,arsD,arsR,merA,merB,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
SD_5_D4					
GCF_004005235	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_004004715	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_014230205	arsA,arsD,arsR				
GCF_900461175	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2	iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_004322975	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_002289385					
GCF_016503835	arsA,arsD,arsR				
GCF_013743055	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_019382495					
GCF_001471655	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_019270255					
GCF_013786345	arsA,arsD,arsR,merD,merE,merF,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016501885				ybtP,ybtQ	
GCF_013337065	arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoR,silA,silP,silR	qacEdelta1		ybtP,ybtQ	
ERQ0189	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hsp20		
GCF_002918535	arsR				
GCF_905232605	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoS,terD,terW,terZ	qacEdelta1			
GCF_019448475	arsA,arsD,arsR				
SG18_100_2_S18					
ERQ0224	arsA,arsD,arsR,merA,merD,merE,merR,merT	qacEdelta1			
GCF_016504055	arsA,arsD,arsR			iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_018441215	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_016507865				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_013733095	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_000714305					
GCF_013826505	arsA,arsD,arsR				
GCF_004331575					
GCF_900446895	arsR			iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_019731005	arsA,arsD,arsR				
GCF_009363175	arsA,arsD,arsR,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
ERQ0278	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hsp20		
GCF_019270295					
GCF_000835925				espA,espF,espK,nleB,nleC,tir	
GCF_019584545	arsA,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_019048065	arsD,arsR				
GCF_011064845	arsA,arsD,arsR				
GCF_017151535		qacEdelta1			
GCF_001022275	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
SG18_223_S110					
GCF_013395115	arsA,arsD,arsR,ncrA,ncrB,ncrC,ncrY,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_015669215	arsD,arsR				
GCF_016501265	arsA,arsD,arsR			iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_001689745	arsA,arsD,arsR				
GCF_004331545					
GCF_016500895					
GCF_013168975	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,ncrY,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE			
GCF_014337275	arsA,arsD,arsR,merA,merD,merE,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_004344985	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_005281055	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013798115	arsA,arsD,arsR,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			ybtP,ybtQ	
GCF_016500445				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_004327825	arsA,arsD,merA,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_016894305	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,terD,terW,terZ	qacEdelta1			
GCF_019655555	arsA,arsD,arsR	qacEdelta1			
GCF_003812345	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_905232695	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoS,terD,terW,terZ	qacEdelta1			
GCF_016501625	arsA,arsD,arsR,ncrA,ncrB,ncrC				
GCF_016504665	arsA,arsD,arsR			iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_016905745	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacE			
GCF_016503785				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_003175795	merA,merD,merE,merR,merT				
GCF_014103235	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_020710145	arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoR,silA,silP,silR	qacEdelta1			
ERQ0674	arsA,arsD,arsR,merA,merD,merE,merF,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silP,silR,silS	qacEdelta1			
GCF_916618775	arsR			iroB,iroC,iroN	
GCF_004181935	arsA,arsD,arsR,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_016501425	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_018919545					
GCF_016894145					
ERQ0259	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016500465	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_009649895	arsA,arsD,arsR	qacEdelta1		capU	
GCF_016503805					
GCF_018422965	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016502995				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_013589875	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_900520375	merA,merB,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_901456225		qacEdelta1,qacL	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016505165	arsA,arsD,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_016505285	arsA,arsD,arsR,merB,merD,merR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_016905585	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacE			
GCF_013890595	arsA,arsD,arsR				
GCF_002393245				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_002934505	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_014596895	arsA,arsD,arsR				
GCF_001412755	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_018443215		qacEdelta1		ybtP,ybtQ	
GCF_016507955					
GCF_002252025	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoE,pcoS,terD,terW,terZ	qacE			
GCF_014189355	arsA,arsD,arsR,merA,merB,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_013883595	arsA,arsD,arsR				
GCF_002151775	arsD,arsR,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoR,silA,silP,silR	qacEdelta1	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_003184045	arsA,arsD,arsR,merC,merP,merR,merT			iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_018067665	merR,merT,ncrA,ncrB,ncrC,ncrY				
SD_9_A7					
GCF_016679915	arsA,arsD,arsR,merA,merD,merE,merR,merT,terD,terW,terZ	qacEdelta1,qacL			
GCF_018107715	merA,merD,merE,merR,merT,pcoS,terD,terW,terZ	qacEdelta1,smr			
GCF_018441745	arsA,arsD,arsR	qacE			
GCF_016502025	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_020271725		qacEdelta1			
GCF_016500775				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_015137255	arsA,arsD,arsR,merC,merP,merR,merT				
GCF_001413235	arsA,arsD,arsR				
GCF_019802385	merD,merE,merF,merP,merR,merT	qacEdelta1			
GCF_012843215	arsA,arsD,arsR				
GCF_001552875				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_900451665				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016507605				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_009881195	arsA,arsD,arsR				
GCF_001413275	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
ERQ0217	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_016503745				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_003818115			hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_014903475	arsR				
GCF_018439105	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013337685	arsA,arsD,arsR				
GCF_001057775				iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_013816655	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016505255	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS				
ERQ0155	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_008086465	arsA,arsD,arsR	qacEdelta1			
GCF_902387665	arsA,arsD,arsR,merC,merP,merR,merT			iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_018439185	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacE			
SG18_229_S54					
GCF_016505055	arsA,arsD,arsR				
GCF_020559425	arsA,arsD,arsR			ybtP,ybtQ	
SG18_8_S1					
GCF_014802885	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_004005035	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS,terD,terW,terZ				
GCF_016894045					
GCF_021440245	arsA,arsD,arsR,merA,merD,merE,merR,merT				
ERQ0681	arsA,arsD,arsR,merA,merD,merE,merF,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_002918455					
GCF_016500385				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016504885	arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR				
GCF_020215765	arsA,arsD,arsR				
GCF_000826205	arsR				
GCF_015668205					
GCF_902377535					
GCF_018441765	arsA,arsD,arsR	qacEdelta1			
GCF_013786025	arsA,arsD,arsR				
GCF_902807175	arsA,arsD,arsR				
GCF_016503095					
GCF_020215805	arsA,arsD,arsR				
GCF_016503305	arsA,arsD,arsR				
GCF_013786565	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS				
GCF_017151595	arsA,arsD,arsR,pcoE,terD,terW,terZ	qacE			
GCF_004005615	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_019660585	arsA,arsD,arsR,ncrA,ncrB,ncrC,ncrY,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_002919485					
GCF_016507625	arsR,pcoA,pcoB,pcoC,pcoD,pcoR,silA,silB,silC,silE,silF,silP,silR,silS			iroB,iroC,iroN	
GCF_004181905				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_009881175	arsA,arsD,arsR				
GCF_005281195	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_014170055	merA,merD,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_011603985	arsA,arsD,arsR				
GCF_002075345					
GCF_017151515		qacEdelta1			
GCF_016504785					
GCF_014855595	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1			
GCF_014855645	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1			
GCF_016893985					
GCF_018449455	arsA,arsD,arsR,merA,merD,merE,merR,merT,terD,terW,terZ				
GCF_013169475	arsA,arsD,arsR	qacEdelta1			
GCF_019660945	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacE			
GCF_001273815		qacEdelta1			
GCF_014903115	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_019645955	arsA,arsD,arsR				
GCF_016500495	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			iucA,iucB,iucC,iutA,ybtP,ybtQ	
ERQ0211	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_013726615	arsA,arsR,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_014855715	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silF,silP,silR,silS	qacE,qacEdelta1			
GCF_014802855	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1		ybtP,ybtQ	
GCF_016501315				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_001546305				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016504585					
GCF_014856005	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1			
GCF_000936345	arsA,arsD,arsR				
GCF_013336865	arsA,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_009648235					
GCF_016505095	arsA,arsD,arsR,merA,merD,merE,merP,merR,pcoA,pcoR,silA,silP,silR				
GCF_009721615	arsA,arsD,arsR				
GCF_003665535	arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR				
GCF_009821535	arsA,arsD,arsR,merA,merD,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_013748235	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_018066625	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,ncrC,nirA,nirB,nirD,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_019048045					
GCF_016504145				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_905330765	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_013707835	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_000809165	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_018441785	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_000783995				ybtP,ybtQ	
GCF_018422725					
GCF_016503885	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_001718055	arsA,arsD,arsR,merA,merB,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_018883525	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016501955		qacEdelta1		iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_001413115	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_004004645	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_014103715	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_000208765			hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_013336955	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_014103885	arsA,arsD,arsR				
GCF_018066575	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_013814485	arsA,arsD,arsR				
GCF_002786865				ybtP,ybtQ	
GCF_019382635					
GCF_015674725					
ERQ0677	arsA,arsD,arsR,merA,merD,merE,merF,merP,merR,merT,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silR,silS	qacEdelta1			
GCF_002934585	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_018439765	arsA,arsD,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS	qacE			
GCF_016114665				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_013739755	arsA,arsD,arsR				
GCF_016507745	arsD,arsR,ncrA,ncrB,ncrC,pcoA,pcoR,silA,silR		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_003938795	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_000786265	arsD,arsR				
ERQ0046	arsA,arsD,arsR,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hsp20		
GCF_013785525	arsR				
ERQ0192	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
ERQ0241	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1,qacL			
GCF_013738915	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_011030295	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_002903305	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_001058675	arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
