genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
GCF_014903475	4823	4712	10	genus	0.86	0.84	0.04	0.06	0.14	0.95	0.8	True
GCF_018439105	5004	4905	419	genus	0.86	0.85	0.31	0.06	0.13	0.95	0.81	True
GCF_013337685	4535	4488	24	genus	0.85	0.84	0.03	0.06	0.12	0.94	0.79	True
GCF_001057775	4709	4655	489	species	0.84	0.83	0.18	0.02	0.05	0.99	0.82	True
GCF_013816655	4726	4676	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_016505255	4750	4685	43	genus	0.89	0.88	0.11	0.08	0.19	0.95	0.84	True
ERQ0155	5097	4957	182	family	0.93	0.91	0.54	0.03	0.06	0.94	0.85	False
GCF_008086465	4537	4471	3	genus	0.9	0.88	0.02	0.07	0.17	0.95	0.84	True
GCF_902387665	4578	4515	25	species	0.82	0.81	0.66	0.03	0.06	0.99	0.8	False
GCF_018439185	4972	4868	159	genus	0.86	0.84	0.26	0.07	0.15	0.95	0.8	True
SG18_229_S54	4695	4611	51	genus	0.87	0.85	0.08	0.08	0.18	0.94	0.8	True
GCF_016505055	4615	4575	14	genus	0.9	0.9	0.02	0.04	0.08	0.97	0.87	True
GCF_020559425	4651	4611	28	genus	0.88	0.87	0.03	0.03	0.07	0.96	0.83	True
SG18_8_S1	4483	4422	34	genus	0.85	0.84	0.09	0.06	0.14	0.94	0.79	True
GCF_014802885	6900	6689	1309	genus	0.85	0.82	0.45	0.15	0.38	0.94	0.77	True
GCF_004005035	5549	5355	493	family	0.94	0.91	0.51	0.03	0.05	0.93	0.84	False
GCF_016894045	4267	4209	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.97	True
GCF_021440245	5225	5106	118	genus	0.87	0.85	0.23	0.12	0.28	0.94	0.8	True
ERQ0681	5703	5363	218	family	0.9	0.85	0.49	0.03	0.07	0.93	0.79	False
GCF_002918455	4826	4757	23	genus	0.85	0.84	0.13	0.05	0.11	0.95	0.8	True
GCF_016500385	4570	4523	17	species	0.81	0.81	0.04	0.03	0.06	0.99	0.8	True
GCF_016504885	4832	4738	39	genus	0.85	0.84	0.14	0.06	0.13	0.95	0.8	True
GCF_020215765	4840	4732	72	genus	0.89	0.87	0.36	0.1	0.23	0.94	0.82	True
GCF_000826205	4763	4679	56	family	0.96	0.94	0.38	0.02	0.04	0.93	0.88	True
GCF_015668205	4495	4438	23	genus	0.9	0.89	0.06	0.05	0.11	0.95	0.85	True
GCF_902377535	4292	4277	30	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_018441765	5113	4998	302	family	0.95	0.93	0.68	0.02	0.04	0.93	0.87	False
GCF_013786025	4387	4351	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
GCF_902807175	4866	4809	92	genus	0.87	0.86	0.21	0.09	0.22	0.95	0.82	True
GCF_016503095	4422	4356	22	genus	0.88	0.86	0.05	0.03	0.07	0.95	0.82	True
GCF_020215805	4894	4798	72	genus	0.88	0.86	0.38	0.1	0.24	0.94	0.81	True
GCF_016503305	4678	4613	48	genus	0.86	0.85	0.06	0.04	0.08	0.95	0.81	True
GCF_013786565	5088	4899	2	genus	0.86	0.83	0.07	0.09	0.21	0.95	0.79	True
GCF_017151595	5297	5184	126	family	0.94	0.92	0.35	0.03	0.05	0.94	0.86	True
GCF_004005615	5438	5280	178	family	0.93	0.9	0.55	0.03	0.07	0.93	0.84	False
GCF_019660585	5254	5097	72	genus	0.84	0.82	0.22	0.1	0.23	0.95	0.77	True
GCF_002919485	4825	4755	20	genus	0.85	0.84	0.14	0.05	0.11	0.95	0.8	True
GCF_016507625	4733	4704	76	species	0.88	0.87	0.05	0.04	0.07	0.99	0.87	True
GCF_004181905	4696	4624	130	species	0.82	0.81	0.21	0.06	0.12	0.99	0.8	True
GCF_009881175	4692	4617	68	species	0.86	0.84	0.32	0.06	0.14	0.99	0.83	True
GCF_005281195	4502	4428	90	genus	0.88	0.87	0.21	0.11	0.27	0.93	0.81	True
GCF_014170055	4977	4888	7	genus	0.87	0.86	0.05	0.11	0.27	0.95	0.81	True
GCF_011603985	4618	4560	70	genus	0.88	0.87	0.16	0.05	0.11	0.95	0.83	True
GCF_002075345	5373	5208	103	genus	0.79	0.76	0.38	0.07	0.14	0.94	0.72	True
GCF_017151515	5092	5019	72	genus	0.85	0.84	0.14	0.1	0.22	0.95	0.8	True
GCF_016504785	4525	4481	20	species	0.82	0.81	0.01	0.07	0.16	0.97	0.79	True
GCF_014855595	5252	5040	109	genus	0.85	0.82	0.23	0.12	0.27	0.95	0.78	True
GCF_014855645	5313	5079	108	genus	0.84	0.81	0.26	0.12	0.28	0.95	0.76	True
GCF_016893985	4272	4207	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.99	0.97	True
GCF_018449455	5703	5564	287	genus	0.8	0.78	0.49	0.13	0.32	0.94	0.73	False
GCF_013169475	5401	5270	115	family	0.94	0.91	0.54	0.02	0.05	0.93	0.84	False
GCF_019660945	4925	4838	90	genus	0.89	0.88	0.21	0.11	0.26	0.95	0.83	True
GCF_001273815	5615	5463	341	family	0.93	0.91	0.5	0.05	0.12	0.92	0.84	False
GCF_014903115	4957	4868	9	family	0.95	0.93	0.73	0.03	0.07	0.95	0.88	False
GCF_019645955	4553	4511	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_016500495	4605	4560	25	genus	0.91	0.9	0.09	0.08	0.18	0.98	0.88	True
ERQ0211	5105	4992	183	genus	0.83	0.82	0.3	0.09	0.19	0.95	0.78	True
GCF_013726615	4919	4796	3	genus	0.88	0.86	0.05	0.09	0.2	0.95	0.82	True
GCF_014855715	5074	4960	250	family	0.94	0.92	0.55	0.02	0.05	0.94	0.86	False
GCF_014802855	5013	4914	116	genus	0.87	0.85	0.28	0.11	0.26	0.95	0.81	True
GCF_016501315	4554	4498	17	species	0.82	0.81	0.03	0.03	0.06	0.99	0.8	True
GCF_001546305	4500	4451	60	species	0.83	0.82	0.04	0.03	0.06	0.99	0.81	True
GCF_016504585	4369	4295	25	genus	0.88	0.86	0.03	0.03	0.05	0.95	0.82	True
GCF_014856005	5237	5028	115	genus	0.85	0.82	0.24	0.11	0.27	0.95	0.78	True
GCF_000936345	5056	5004	746	species	0.86	0.85	0.1	0.04	0.08	0.99	0.84	True
GCF_013336865	5089	5007	4	family	0.94	0.92	0.8	0.03	0.07	0.94	0.87	False
GCF_009648235	4446	4394	117	genus	0.89	0.88	0.12	0.05	0.12	0.95	0.84	True
GCF_016505095	5269	5083	87	genus	0.84	0.81	0.26	0.11	0.26	0.95	0.77	True
GCF_009721615	4444	4395	21	genus	0.89	0.88	0.03	0.03	0.06	0.96	0.84	True
GCF_003665535	4760	4704	2	genus	0.9	0.89	0.01	0.1	0.23	0.95	0.84	True
GCF_009821535	4813	4773	37	genus	0.9	0.89	0.14	0.03	0.06	0.98	0.87	True
GCF_013748235	4804	4741	4	genus	0.85	0.84	0.02	0.06	0.12	0.95	0.8	True
GCF_018066625	5678	5460	157	family	0.93	0.89	0.65	0.06	0.14	0.93	0.83	False
GCF_019048045	4421	4375	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_016504145	4354	4322	15	species	0.84	0.84	0.07	0.03	0.06	0.99	0.83	True
GCF_905330765	5520	5362	5	genus	0.88	0.86	0.23	0.17	0.44	0.95	0.82	True
GCF_013707835	5356	5179	15	genus	0.85	0.83	0.06	0.14	0.33	0.95	0.78	True
GCF_000809165	5166	5060	138	genus	0.85	0.84	0.84	0.06	0.12	0.97	0.82	False
GCF_018441785	5240	5113	178	genus	0.87	0.85	0.46	0.13	0.3	0.95	0.81	False
GCF_000783995	4805	4731	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
GCF_018422725	4615	4546	38	genus	0.87	0.86	0.21	0.03	0.07	0.96	0.82	True
GCF_016503885	5594	5351	127	family	0.93	0.89	0.48	0.03	0.05	0.93	0.82	False
GCF_001718055	5221	5145	3	family	0.93	0.91	0.76	0.03	0.07	0.95	0.86	False
GCF_018883525	4648	4559	29	genus	0.86	0.85	0.07	0.06	0.14	0.95	0.8	True
GCF_016501955	4652	4596	35	family	0.97	0.96	0.87	0.03	0.06	0.98	0.93	False
GCF_001413115	5225	5085	106	genus	0.85	0.83	0.23	0.1	0.22	0.95	0.79	True
GCF_004004645	5931	5750	1227	family	0.95	0.92	0.5	0.03	0.06	0.94	0.86	False
GCF_014103715	5344	5248	8	family	0.96	0.95	0.17	0.06	0.12	0.94	0.89	True
GCF_000208765	4909	4831	314	genus	0.89	0.87	0.41	0.1	0.24	0.95	0.83	True
GCF_013336955	5049	4964	5	genus	0.87	0.86	0.06	0.11	0.26	0.95	0.82	True
GCF_014103885	5063	4992	6	family	0.96	0.95	0.26	0.04	0.09	0.93	0.89	True
GCF_018066575	5897	5743	121	family	0.94	0.91	0.59	0.06	0.14	0.93	0.85	False
GCF_013814485	4446	4407	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_002786865	4922	4875	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_019382635	4101	4044	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_015674725	4541	4486	30	genus	0.89	0.88	0.12	0.03	0.07	0.96	0.84	True
ERQ0677	5797	5447	137	family	0.92	0.86	0.68	0.07	0.15	0.92	0.8	False
GCF_002934585	5628	5437	7	species	0.74	0.72	0.31	0.07	0.16	0.99	0.71	True
GCF_018439765	4693	4615	223	genus	0.88	0.86	0.28	0.07	0.16	0.96	0.82	True
GCF_016114665	4548	4491	21	genus	0.9	0.89	0.18	0.05	0.12	0.98	0.87	True
GCF_013739755	5097	5008	5	genus	0.83	0.82	0.07	0.09	0.19	0.95	0.78	True
GCF_016507745	4992	4918	40	genus	0.88	0.87	0.19	0.1	0.22	0.95	0.83	True
GCF_003938795	4931	4813	7	genus	0.89	0.86	0.24	0.05	0.11	0.98	0.85	True
GCF_000786265	5035	4934	57	genus	0.86	0.84	0.03	0.06	0.14	0.95	0.8	True
ERQ0046	5885	5289	301	genus	0.85	0.76	0.31	0.1	0.24	0.95	0.72	True
GCF_013785525	4409	4356	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
ERQ0192	5260	5029	228	family	0.94	0.89	0.71	0.05	0.1	0.93	0.83	False
ERQ0241	5886	5571	243	family	0.95	0.9	0.56	0.1	0.22	0.92	0.82	False
GCF_013738915	5340	5149	5	genus	0.84	0.81	0.05	0.13	0.3	0.95	0.77	True
GCF_011030295	5388	5190	98	family	0.93	0.9	0.37	0.02	0.04	0.93	0.84	True
GCF_002903305	5488	5319	5	family	0.92	0.89	0.33	0.02	0.05	0.93	0.83	True
GCF_001058675	5135	4972	240	genus	0.84	0.81	0.31	0.07	0.15	0.95	0.77	True
GCF_004005085	4855	4775	165	genus	0.87	0.86	0.24	0.08	0.19	0.95	0.82	True
GCF_000734905	4700	4635	129	genus	0.9	0.88	0.14	0.06	0.12	0.95	0.84	True
GCF_013783065	5150	4978	8	genus	0.86	0.83	0.1	0.12	0.3	0.95	0.79	True
GCF_001482545	4963	4902	54	genus	0.88	0.87	0.48	0.11	0.24	0.96	0.83	False
GCF_021440705	5176	4954	146	genus	0.87	0.83	0.28	0.11	0.27	0.95	0.79	True
GCF_016504155	4482	4443	16	species	0.83	0.82	0.04	0.03	0.06	0.99	0.81	True
GCF_001412815	5104	4979	136	genus	0.84	0.82	0.23	0.07	0.16	0.95	0.78	True
GCF_016504355	4358	4308	18	genus	0.89	0.88	0.03	0.03	0.05	0.96	0.85	True
GCF_019659965	5233	5134	141	genus	0.87	0.85	0.44	0.15	0.36	0.95	0.81	True
GCF_016501455	5472	5320	129	family	0.97	0.94	0.61	0.08	0.18	0.92	0.87	False
GCF_006965505	4449	4391	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_002252125	5799	5569	168	family	0.92	0.89	0.67	0.06	0.14	0.93	0.83	False
GCF_016502155	4449	4405	18	species	0.91	0.9	0.02	0.04	0.08	0.99	0.89	True
GCF_001880915	5235	5112	160	genus	0.88	0.86	0.33	0.14	0.36	0.94	0.81	True
GCF_013336965	5398	5310	66	genus	0.88	0.86	0.21	0.1	0.22	0.98	0.84	True
GCF_002151695	4702	4633	5	genus	0.91	0.89	0.09	0.05	0.12	0.98	0.88	True
GCF_007004285	5346	5200	180	family	0.93	0.9	0.49	0.03	0.06	0.92	0.83	False
GCF_016502205	4533	4500	17	species	0.9	0.9	0.01	0.04	0.09	0.99	0.89	True
GCF_004684345	4560	4495	2	genus	0.86	0.85	0.01	0.06	0.12	0.94	0.8	True
GCF_021417185	4677	4625	38	genus	0.88	0.87	0.09	0.06	0.13	0.95	0.83	True
GCF_016505545	4401	4339	21	genus	0.89	0.88	0.05	0.06	0.12	0.95	0.84	True
GCF_020639355	4950	4870	4	genus	0.89	0.88	0.02	0.11	0.26	0.95	0.83	True
GCF_013728515	5451	5267	4	family	0.92	0.89	0.19	0.03	0.06	0.93	0.83	True
GCF_014101305	4569	4516	8	genus	0.87	0.86	0.01	0.08	0.18	0.94	0.8	True
GCF_018035235	4688	4609	10	genus	0.85	0.83	0.06	0.05	0.11	0.95	0.79	True
GCF_019800325	4821	4749	43	genus	0.86	0.84	0.33	0.06	0.12	0.96	0.81	True
GCF_003795375	4910	4836	29	genus	0.88	0.86	0.03	0.06	0.12	0.95	0.82	True
GCF_008931505	5148	5049	3	family	0.93	0.91	0.6	0.03	0.06	0.94	0.85	False
GCF_019660705	4629	4564	74	genus	0.88	0.87	0.13	0.08	0.17	0.95	0.83	True
GCF_900446835	4767	4602	9	genus	0.87	0.84	0.08	0.06	0.12	0.95	0.79	True
GCF_013889015	4312	4282	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_016894065	4337	4275	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.97	True
GCF_901456305	5158	5019	10	genus	0.87	0.85	0.09	0.12	0.29	0.95	0.8	True
GCF_901456265	4782	4663	6	genus	0.84	0.82	0.02	0.04	0.08	0.96	0.78	True
GCF_016504165	4299	4282	21	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_013791465	5123	5018	5	genus	0.83	0.81	0.03	0.1	0.22	0.95	0.77	True
GCF_009664025	5232	5137	3	genus	0.86	0.84	0.29	0.14	0.33	0.95	0.8	True
GCF_018438625	5346	5216	82	genus	0.87	0.85	0.35	0.15	0.36	0.94	0.8	True
GCF_016503905	4563	4516	28	genus	0.89	0.88	0.09	0.08	0.18	0.96	0.84	True
GCF_013791615	4747	4691	3	genus	0.86	0.85	0.03	0.09	0.19	0.96	0.81	True
GCF_000312465	4817	4741	168	phylum	1.0	0.98	1.0	0.04	0.08	0.94	0.92	False
GCF_004792475	4435	4383	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
GCF_000739675	4856	4782	24	species	0.87	0.86	0.01	0.05	0.11	0.99	0.85	True
GCF_004331445	5116	4933	84	genus	0.82	0.79	0.25	0.06	0.12	0.95	0.75	True
GCF_003938785	4885	4807	5	family	0.96	0.94	0.08	0.03	0.07	0.97	0.91	True
GCF_016500695	5419	5226	91	genus	0.81	0.78	0.28	0.1	0.23	0.95	0.74	True
GCF_015356495	5689	5547	5	family	0.9	0.88	0.53	0.03	0.07	0.93	0.82	False
GCF_014725915	5329	5211	2	family	0.93	0.91	0.43	0.02	0.05	0.93	0.85	True
GCF_018446915	5143	5057	113	genus	0.89	0.88	0.39	0.14	0.33	0.95	0.84	True
GCF_005281345	4914	4751	106	genus	0.84	0.81	0.24	0.08	0.19	0.94	0.76	True
GCF_006937845	5107	4993	155	family	0.93	0.91	0.86	0.02	0.04	0.94	0.85	False
GCF_014103415	5416	5173	10	family	0.92	0.88	0.22	0.04	0.09	0.92	0.81	True
GCF_015965415	5035	4949	185	species	0.91	0.9	0.03	0.04	0.09	0.99	0.89	True
GCF_900446955	4665	4602	2	genus	0.88	0.86	0.01	0.02	0.05	0.98	0.85	True
GCF_020889405	4876	4778	31	genus	0.82	0.81	0.08	0.03	0.06	0.95	0.77	True
GCF_013732395	5605	5378	8	family	0.93	0.89	0.11	0.02	0.05	0.93	0.83	True
GCF_013336855	5526	5399	8	genus	0.84	0.83	0.21	0.13	0.3	0.94	0.78	True
GCF_003812405	4187	4168	1	kingdom	1.0	1.0	0.0	0.0	0.0	0.98	0.98	True
GCF_002864025	4894	4797	69	family	0.95	0.94	0.85	0.03	0.07	0.94	0.88	False
GCF_013336845	5557	5353	9	family	0.93	0.9	0.45	0.05	0.11	0.93	0.84	False
GCF_016507845	4626	4567	32	genus	0.89	0.88	0.21	0.02	0.05	0.99	0.87	True
GCF_018252635	4463	4406	47	genus	0.89	0.88	0.11	0.05	0.11	0.96	0.84	True
GCF_004146055	5499	5309	489	family	0.94	0.91	0.48	0.02	0.04	0.94	0.85	False
GCF_018257795	3509	3399	42	family	0.96	0.93	0.06	0.2	0.54	0.8	0.75	True
GCF_001306025	4532	4490	8	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_014856085	4704	4635	50	genus	0.85	0.84	0.12	0.05	0.11	0.96	0.8	True
GCF_013784065	4968	4873	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.92	0.9	True
GCF_013899365	4512	4466	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_016859885	5176	5097	69	genus	0.88	0.87	0.37	0.14	0.33	0.95	0.83	True
GCF_014596815	5120	4994	107	genus	0.85	0.83	0.41	0.12	0.29	0.94	0.79	True
GCF_018107785	4926	4830	130	genus	0.84	0.82	0.13	0.05	0.11	0.95	0.78	True
GCF_005280955	4550	4516	52	genus	0.94	0.93	0.06	0.02	0.04	0.99	0.92	True
GCF_015668035	4409	4351	25	genus	0.89	0.88	0.03	0.03	0.06	0.96	0.84	True
GCF_014104105	5161	5081	9	family	0.95	0.93	0.05	0.03	0.05	0.92	0.86	True
GCF_900460985	4386	4367	3	genus	0.92	0.92	0.03	0.05	0.11	0.98	0.9	True
GCF_015208815	5053	4977	54	family	0.94	0.93	0.81	0.03	0.07	0.95	0.88	False
GCF_900079995	4875	4819	35	genus	0.88	0.87	0.23	0.08	0.18	0.95	0.83	True
GCF_012955585	4259	4233	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_002947035	4540	4505	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_015353115	4720	4661	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_013748855	5129	5048	3	family	0.96	0.95	0.02	0.02	0.05	0.94	0.89	True
GCF_003937345	5315	5191	7	genus	0.86	0.84	0.21	0.15	0.37	0.94	0.79	True
GCF_012952645	4788	4719	2	genus	0.86	0.84	0.27	0.06	0.14	0.96	0.81	True
GCF_016503955	4930	4853	73	genus	0.86	0.85	0.19	0.08	0.19	0.95	0.81	True
GCF_001276125	4698	4648	34	genus	0.89	0.88	0.15	0.02	0.05	0.98	0.87	True
ERQ0162	5075	4946	169	genus	0.82	0.8	0.31	0.06	0.13	0.95	0.76	True
GCF_016504225	4834	4772	28	genus	0.85	0.84	0.1	0.06	0.12	0.95	0.8	True
GCF_008802955	5346	5285	370	family	0.96	0.95	0.99	0.07	0.15	0.98	0.93	False
GCF_014802925	5044	4951	144	genus	0.86	0.84	0.23	0.09	0.21	0.95	0.8	True
GCF_900169695	5468	5339	297	family	0.93	0.9	0.52	0.06	0.13	0.93	0.84	False
GCF_005280935	4616	4536	90	genus	0.89	0.87	0.06	0.05	0.11	0.95	0.83	True
GCF_021503935	4708	4623	34	family	0.96	0.95	0.41	0.02	0.05	0.94	0.89	True
GCF_018443315	5241	5099	106	genus	0.82	0.8	0.17	0.06	0.14	0.95	0.76	True
GCF_018279205	4399	4351	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_016504905	4599	4520	39	genus	0.85	0.84	0.12	0.02	0.05	0.98	0.82	True
GCF_016500715	4428	4370	24	genus	0.89	0.88	0.07	0.06	0.13	0.95	0.84	True
GCF_004103775	5020	4963	2	genus	0.83	0.82	0.02	0.06	0.13	0.95	0.78	True
GCF_016893845	4224	4156	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.99	0.97	True
GCF_013360255	5307	5107	5	family	0.93	0.89	0.13	0.02	0.05	0.94	0.84	True
GCF_902363265	4391	4334	21	genus	0.9	0.89	0.04	0.03	0.06	0.96	0.85	True
GCF_013389635	5551	5369	3	genus	0.83	0.8	0.06	0.13	0.31	0.95	0.76	True
SG18_227_S53	4357	4290	30	genus	0.88	0.87	0.05	0.03	0.05	0.95	0.83	True
GCF_002073755	4759	4712	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.93	True
SG18_138_2_S33	4313	4255	22	genus	0.88	0.87	0.03	0.03	0.06	0.95	0.83	True
GCF_015672735	4529	4485	81	genus	0.87	0.87	0.09	0.07	0.15	0.94	0.81	True
GCF_015667445	4901	4738	79	genus	0.87	0.84	0.23	0.05	0.1	0.98	0.82	True
GCF_004005575	5897	5692	833	family	0.94	0.91	0.58	0.03	0.06	0.93	0.84	False
GCF_013781945	4595	4548	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_003019835	4135	4049	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_003571565	5564	5404	6	genus	0.82	0.79	0.24	0.12	0.29	0.94	0.75	True
GCF_001586835	4642	4576	89	genus	0.88	0.86	0.26	0.09	0.2	0.96	0.83	True
GCF_001058505	5342	5105	182	genus	0.84	0.8	0.33	0.09	0.2	0.95	0.76	True
GCF_014104015	5332	5116	15	family	0.91	0.88	0.1	0.02	0.05	0.92	0.81	True
GCF_016500665	4441	4406	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_009856695	4541	4486	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_002918865	4655	4579	39	genus	0.89	0.88	0.07	0.07	0.17	0.95	0.84	True
GCF_003114935	5193	5062	171	family	0.94	0.92	0.63	0.03	0.06	0.93	0.85	False
GCF_006385635	5309	5121	5	family	0.93	0.9	0.42	0.05	0.1	0.93	0.84	True
GCF_013727455	5318	5157	4	genus	0.86	0.83	0.05	0.13	0.32	0.95	0.79	True
GCF_013740875	5086	4912	5	genus	0.83	0.8	0.09	0.12	0.28	0.94	0.75	True
GCF_002918875	5391	5185	137	genus	0.84	0.81	0.26	0.14	0.33	0.95	0.77	True
GCF_017151445	4702	4630	64	genus	0.87	0.86	0.05	0.06	0.12	0.95	0.82	True
GCF_016505325	4972	4797	59	genus	0.83	0.8	0.09	0.05	0.12	0.95	0.76	True
GCF_005406305	4175	4160	1	kingdom	1.0	1.0	0.0	0.0	0.0	0.98	0.98	True
GCF_001413335	5110	4980	180	genus	0.84	0.82	0.27	0.07	0.16	0.95	0.78	True
GCF_017353275	4836	4747	54	genus	0.88	0.87	0.13	0.09	0.2	0.95	0.82	True
GCF_001316675	6625	6202	752	family	0.95	0.88	0.44	0.07	0.15	0.92	0.82	True
GCF_016505585	5003	4896	30	genus	0.86	0.84	0.08	0.08	0.17	0.95	0.8	True
GCF_021441345	4440	4371	104	genus	0.86	0.85	0.08	0.03	0.06	0.96	0.82	True
GCF_003226155	4453	4397	10	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_905337805	4441	4384	4	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_016505195	4462	4421	27	species	0.87	0.87	0.01	0.03	0.07	0.99	0.86	True
GCF_000521945	4568	4511	4	genus	0.93	0.91	0.01	0.08	0.19	0.95	0.87	True
GCF_015910405	4986	4907	4	family	0.95	0.93	0.42	0.02	0.05	0.94	0.87	True
GCF_002919825	5481	5349	123	family	0.93	0.91	0.39	0.02	0.05	0.93	0.85	True
GCF_018917665	4969	4881	40	genus	0.87	0.86	0.2	0.03	0.07	0.98	0.84	True
GCF_009832525	4669	4606	41	species	0.84	0.83	0.06	0.08	0.18	0.99	0.82	True
GCF_018106185	5113	5034	114	species	0.83	0.81	0.22	0.05	0.1	0.99	0.8	True
GCF_011030065	5554	5374	122	genus	0.83	0.8	0.33	0.12	0.29	0.94	0.75	True
GCF_021417245	5295	5173	122	family	0.94	0.92	0.48	0.03	0.06	0.93	0.86	False
GCF_017086505	4636	4571	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_002249995	5457	5379	4	species	0.71	0.7	0.47	0.15	0.37	0.96	0.68	False
GCF_014332835	5042	4917	61	genus	0.83	0.81	0.12	0.08	0.17	0.95	0.76	True
GCF_016505495	4600	4551	18	species	0.83	0.82	0.04	0.05	0.12	0.99	0.81	True
GCF_016811995	4295	4245	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.89	0.88	True
GCF_016501445	4526	4485	15	genus	0.89	0.88	0.02	0.03	0.07	0.98	0.87	True
GCF_900461045	4667	4590	16	species	0.83	0.82	0.14	0.05	0.11	0.99	0.81	True
GCF_021440885	4652	4595	78	genus	0.9	0.89	0.27	0.09	0.2	0.95	0.85	True
GCF_000786275	4723	4668	13	genus	0.88	0.87	0.01	0.06	0.13	0.95	0.83	True
GCF_000972645	4746	4689	132	genus	0.85	0.84	0.28	0.06	0.14	0.95	0.8	True
GCF_013267145	5017	4947	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.91	True
GCF_009876825	4620	4546	19	species	0.84	0.83	0.01	0.03	0.07	0.99	0.82	True
GCF_001413165	5197	5066	150	genus	0.85	0.83	0.32	0.1	0.22	0.95	0.79	True
GCF_002918935	5143	5021	32	family	0.93	0.91	0.18	0.03	0.05	0.89	0.81	True
GCF_013729995	4682	4626	4	genus	0.9	0.89	0.04	0.11	0.25	0.95	0.85	True
GCF_001067775	4778	4692	98	genus	0.86	0.85	0.19	0.06	0.13	0.95	0.81	True
GCF_014803145	5114	5014	117	genus	0.87	0.86	0.18	0.11	0.27	0.95	0.81	True
GCF_900636015	4461	4422	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_014103835	5166	5058	7	genus	0.87	0.86	0.14	0.13	0.31	0.94	0.81	True
GCF_001858105	4284	4266	20	genus	0.91	0.91	0.03	0.03	0.05	0.99	0.9	True
GCF_009907085	5166	5049	353	genus	0.87	0.85	0.41	0.04	0.08	0.98	0.83	True
GCF_001546325	4486	4441	52	species	0.83	0.82	0.05	0.03	0.06	0.99	0.81	True
GCF_016503505	5314	5195	47	family	0.93	0.91	0.85	0.03	0.07	0.93	0.85	False
GCF_012102405	4352	4304	18	genus	0.9	0.89	0.03	0.04	0.08	0.96	0.86	True
GCF_902160995	4632	4569	35	genus	0.87	0.86	0.11	0.06	0.12	0.95	0.82	True
GCF_019270275	4189	4122	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_014855985	5220	5010	109	genus	0.85	0.82	0.23	0.11	0.27	0.95	0.78	True
GCF_016505035	4367	4344	15	genus	0.91	0.9	0.03	0.03	0.05	0.99	0.89	True
GCF_002919425	4840	4770	28	genus	0.85	0.84	0.15	0.05	0.12	0.95	0.8	True
GCF_016503225	4906	4831	39	genus	0.87	0.86	0.15	0.07	0.16	0.95	0.82	True
GCF_013615435	4948	4894	3	genus	0.85	0.84	0.01	0.07	0.16	0.95	0.8	True
