name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7	ST_new	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain	Flag	Source_img
GCF_002903305	cfreundii	166	aspC(77)	clpX(79)	fadD(88)	mdh(45)	arcA(2)	dnaG(45)	lysP(75)	166	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN04287052	"NA"	USA	2015	CFNIH9	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_001058675	cfreundii	-	aspC(16)	clpX(112)	fadD(130)	mdh(102)	arcA(7)	dnaG(100)	lysP(93)	placeholder_ST233	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03198081	Human	USA	"NA"	874_CKOS	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_004005085	cfreundii	62	aspC(48)	clpX(10)	fadD(14)	mdh(13)	arcA(32)	dnaG(6)	lysP(45)	62	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644675	Human	France	2017	102B9	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_000734905	cfreundii	-	aspC(28)	clpX(~122)	fadD(14)	mdh(6)	arcA(7)	dnaG(6)	lysP(~11)	placeholder_ST92	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02742758	Environment	Netherlands	"NA"	ATCC 8090	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/netherlands.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_013783065	cfreundii	-	aspC(148)	clpX(82)	fadD(191)	mdh(43)	arcA(30)	dnaG(133)	lysP(~156)	placeholder_ST252	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148762	Environment	United Kingdom	2017	RHBSTW-00986	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_001482545	cfreundii	65	aspC(16)	clpX(17)	fadD(20)	mdh(48)	arcA(12)	dnaG(11)	lysP(46)	65	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_021440705	cfreundii	64	aspC(10)	clpX(51)	fadD(14)	mdh(15)	arcA(5)	dnaG(11)	lysP(11)	64	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN24244975	Fish	Portugal	2018	INSAq43	Portugal	Fish
GCF_001412815	cfreundii	100	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12)	dnaG(28)	lysP(11)	100	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872792	"NA"	USA	2013	RU2 BHI16	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016504355	cfreundii	19	aspC(11)	clpX(12)	fadD(14)	mdh(6)	arcA(5)	dnaG(9)	lysP(11)	19	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435617	Human	USA	2018	CB00075	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_019659965	cfreundii	-	aspC(108)	clpX(62)	fadD(71)	mdh(7)	arcA(1)	dnaG(~1)	lysP(57)	placeholder_ST253	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20568202	Human	China	2015	CF-15-2-165	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016501455	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340003	Human	USA	2019	CB00161	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_006965505	cfreundii	-	aspC(~137)	clpX(152)	fadD(~215)	mdh(~179)	arcA(~75)	dnaG(-)	lysP(187)	placeholder_ST254	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11653541	Human	Switzerland	2019	133355-SW-C4-Cam	Switzerland	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002252125	cfreundii	415	aspC(151)	clpX(14)	fadD(33)	mdh(29)	arcA(18)	dnaG(9)	lysP(11)	415	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06820767	Environment	China	2016	c196	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_016502155	cfreundii	108	aspC(13)	clpX(60)	fadD(67)	mdh(14)	arcA(11)	dnaG(53)	lysP(24)	108	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN10435587	Human	USA	2017	CB00043	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001880915	cfreundii	396	aspC(16)	clpX(12)	fadD(70)	mdh(15)	arcA(88)	dnaG(6)	lysP(50)	396	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05447777	Human	Spain	2014	CF_15_ST_94	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/spain.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013336965	cfreundii	102	aspC(57)	clpX(18)	fadD(64)	mdh(44)	arcA(11)	dnaG(51)	lysP(52)	102	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN14082851	Human	USA	2014	YDC667-1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002151695	cfreundii	-	aspC(~178)	clpX(~152)	fadD(~214)	mdh(~179)	arcA(115)	dnaG(-)	lysP(~185)	placeholder_ST239	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN04521900	Human	USA	2015	MGH151	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_007004285	cfreundii	87	aspC(23)	clpX(49)	fadD(51)	mdh(18)	arcA(14)	dnaG(44)	lysP(19)	87	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN12219522	Human	Portugal	2017	INSACf32145	Portugal	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016502205	cfreundii	240	aspC(13)	clpX(18)	fadD(126)	mdh(21)	arcA(11)	dnaG(94)	lysP(53)	240	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN10435573	Other	USA	2017	CB00029	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_021417185	cfreundii	-	aspC(77)	clpX(~118)	fadD(161)	mdh(1)	arcA(2)	dnaG(~102)	lysP(~87)	placeholder_ST255	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN21237504	Human	China	2018	16F57	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016505545	cfreundii	245	aspC(19)	clpX(19)	fadD(127)	mdh(18)	arcA(14)	dnaG(19)	lysP(19)	245	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN10435555	Human	USA	2017	CB00010	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_020639355	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN21601015	Human	China	2020	DY2007	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013728515	cfreundii	-	aspC(~133)	clpX(158)	fadD(157)	mdh(~89)	arcA(30)	dnaG(113)	lysP(~157)	placeholder_ST126	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_014101305	cfreundii	-	aspC(141)	clpX(~154)	fadD(~180)	mdh(~139)	arcA(78)	dnaG(~139)	lysP(~149)	placeholder_ST256	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148587	Environment	United Kingdom	2017	RHBSTW-00349	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_019800325	cfreundii	295	aspC(124)	clpX(61)	fadD(157)	mdh(41)	arcA(24)	dnaG(75)	lysP(88)	295	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN12349709	Human	Germany	"NA"	KE3367	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_003795375	cfreundii	-	aspC(~103)	clpX(~54)	fadD(~162)	mdh(~148)	arcA(89)	dnaG(158)	lysP(~107)	placeholder_ST66	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN08290423	Human	Bolivia	2016	67A	Bolivia	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_008931505	cfreundii	8	aspC(5)	clpX(5)	fadD(7)	mdh(6)	arcA(5)	dnaG(5)	lysP(5)	8	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12289346	Environmental facility	Australia	2012	E33	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_019660705	cfreundii	17	aspC(12)	clpX(13)	fadD(16)	mdh(11)	arcA(4)	dnaG(3)	lysP(13)	17	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20568175	Human	China	2015	CF-15-2-98	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_900446835	cfreundii	57	aspC(23)	clpX(37)	fadD(22)	mdh(19)	arcA(14)	dnaG(34)	lysP(36)	57	Citrobacter youngae	100.00%	RefSeq	Ext	SAMEA101161918	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016894065	cfreundii	-	aspC(18)	clpX(~18)	fadD(124)	mdh(14)	arcA(~17)	dnaG(94)	lysP(53)	placeholder_ST257	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824637	Other	Thailand	"NA"	Colony458	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_901456305	cfreundii	62	aspC(48)	clpX(10)	fadD(14)	mdh(13)	arcA(32)	dnaG(6)	lysP(45)	62	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA5578845	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_901456265	cfreundii	21	aspC(14)	clpX(16)	fadD(19)	mdh(1)	arcA(1)	dnaG(13)	lysP(16)	21	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMEA5578862	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013791465	cfreundii	-	aspC(138)	clpX(140)	fadD(58)	mdh(49)	arcA(30)	dnaG(125)	lysP(147)	placeholder_ST78	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148501	Environment	United Kingdom	2017	RHBSTW-00127	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_009664025	cfreundii	169	aspC(80)	clpX(10)	fadD(56)	mdh(13)	arcA(7)	dnaG(6)	lysP(61)	169	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_018438625	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371858	Human	Germany	2018	NRZ-45233	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016503905	cfreundii	98	aspC(54)	clpX(55)	fadD(60)	mdh(52)	arcA(7)	dnaG(6)	lysP(11)	98	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220303	Human	USA	2018	CB00096	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013791615	cfreundii	111	aspC(62)	clpX(26)	fadD(14)	mdh(13)	arcA(7)	dnaG(11)	lysP(11)	111	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148500	Environment	United Kingdom	2017	RHBSTW-00126	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_000312465	cfreundii	-	aspC(28)	clpX(~122)	fadD(14)	mdh(6)	arcA(7)	dnaG(6)	lysP(~11)	placeholder_ST92	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02469678	Environment	USA	"NA"	MTCC 1658	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_004792475	cfreundii	-	aspC(~84)	clpX(149)	fadD(~174)	mdh(~132)	arcA(71)	dnaG(~136)	lysP(~145)	placeholder_ST258	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN11268911	Environment	United Kingdom	2016	Upstream_1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_000739675	cfreundii	-	aspC(131)	clpX(72)	fadD(~165)	mdh(97)	arcA(44)	dnaG(96)	lysP(110)	placeholder_ST259	Citrobacter murliniae	100.00%	RefSeq	Ext	SAMD00000559	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_004331445	cfreundii	-	aspC(~133)	clpX(~141)	fadD(153)	mdh(40)	arcA(30)	dnaG(40)	lysP(42)	placeholder_ST260	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10437855	Other	Canada	2010	HH10	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_015356495	cfreundii	64	aspC(10)	clpX(51)	fadD(14)	mdh(15)	arcA(5)	dnaG(11)	lysP(11)	64	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16125009	Environment	"NA"	2019	CPE1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_014725915	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11505996	Human	Canada	2016	N16-03880	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018446915	cfreundii	112	aspC(26)	clpX(5)	fadD(69)	mdh(15)	arcA(5)	dnaG(54)	lysP(17)	112	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372130	Human	Germany	2019	Survcare239	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_006937845	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11232674	Human	Estonia	2012	EELTKB284	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/estonia.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013732395	cfreundii	-	aspC(~148)	clpX(~52)	fadD(58)	mdh(119)	arcA(38)	dnaG(~125)	lysP(37)	placeholder_ST5	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013336855	cfreundii	114	aspC(10)	clpX(12)	fadD(33)	mdh(6)	arcA(5)	dnaG(22)	lysP(5)	114	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082856	Human	USA	2019	YDC880	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002864025	cfreundii	185	aspC(26)	clpX(12)	fadD(62)	mdh(55)	arcA(5)	dnaG(9)	lysP(50)	185	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07974440	Human	USA	"NA"	YDC692-2	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013336845	cfreundii	-	aspC(~19)	clpX(66)	fadD(75)	mdh(59)	arcA(14)	dnaG(19)	lysP(19)	placeholder_ST24	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN14082852	Human	USA	2015	YDC693	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016507845	cfreundii	-	aspC(178)	clpX(152)	fadD(214)	mdh(177)	arcA(75)	dnaG(-)	lysP(186)	placeholder_ST261	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN10435558	Human	USA	2017	CB00013	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_004146055	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10847473	Human	France	2016	ICR003215	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001306025	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04038590	Other	China	2014	ST1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_014856085	cfreundii	98	aspC(54)	clpX(55)	fadD(60)	mdh(52)	arcA(7)	dnaG(6)	lysP(11)	98	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12219997	Human	Germany	2014	CF13141	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013784065	cfreundii	88	aspC(50)	clpX(52)	fadD(58)	mdh(49)	arcA(30)	dnaG(46)	lysP(47)	88	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148660	Environment	United Kingdom	2017	RHBSTW-00599	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_013899365	cfreundii	-	aspC(~5)	clpX(122)	fadD(62)	mdh(~15)	arcA(5)	dnaG(9)	lysP(5)	placeholder_ST262	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148085	Bovine	United Kingdom	2017	RHB12-C19	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_016859885	cfreundii	-	aspC(15)	clpX(~63)	fadD(13)	mdh(12)	arcA(7)	dnaG(54)	lysP(5)	placeholder_ST17	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_014596815	cfreundii	-	aspC(87)	clpX(~117)	fadD(16)	mdh(11)	arcA(55)	dnaG(3)	lysP(122)	placeholder_ST263	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15963937	Other	Germany	2015	C13	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_018107785	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11513634	Human	Malaysia	2013	CRE530	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/malaysia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_005280955	cfreundii	32	aspC(25)	clpX(23)	fadD(28)	mdh(22)	arcA(17)	dnaG(21)	lysP(24)	32	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11369635	"NA"	Poland	"NA"	wls717	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/poland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_015668035	cfreundii	-	aspC(10)	clpX(12)	fadD(7)	mdh(83)	arcA(40)	dnaG(28)	lysP(7)	placeholder_ST264	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15532624	Human	USA	2017	1001311H_170123_F2	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014104105	cfreundii	-	aspC(135)	clpX(~149)	fadD(~174)	mdh(~132)	arcA(~71)	dnaG(~139)	lysP(143)	placeholder_ST265	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148494	Environment	United Kingdom	2017	RHBSTW-00116	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_015208815	cfreundii	-	aspC(16)	clpX(~14)	fadD(~103)	mdh(15)	arcA(5)	dnaG(54)	lysP(5)	placeholder_ST266	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12706440	Human	South Africa	2019	H2730R	South Africa	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_900079995	cfreundii	-	aspC(~98)	clpX(170)	fadD(59)	mdh(90)	arcA(34)	dnaG(151)	lysP(~164)	placeholder_ST267	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMEA3935942	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_015353115	cfreundii	-	aspC(137)	clpX(152)	fadD(178)	mdh(136)	arcA(75)	dnaG(-)	lysP(146)	placeholder_ST58	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN16667806	Human	China	2013	CA71	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013748855	cfreundii	519	aspC(127)	clpX(10)	fadD(13)	mdh(13)	arcA(7)	dnaG(6)	lysP(11)	519	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148618	Environment	United Kingdom	2017	RHBSTW-00449	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_003937345	cfreundii	-	aspC(108)	clpX(~94)	fadD(139)	mdh(106)	arcA(1)	dnaG(45)	lysP(167?)	placeholder_ST268	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN10249196	Environmental facility	Pakistan	2016	CF_324	Pakistan	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_012952645	cfreundii	356	aspC(61)	clpX(131)	fadD(154)	mdh(116)	arcA(24)	dnaG(133)	lysP(91)	356	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN14265977	Human	USA	2017	CB00017	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016503955	cfreundii	91	aspC(48)	clpX(10)	fadD(14)	mdh(13)	arcA(32)	dnaG(6)	lysP(11)	91	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220302	Human	USA	2018	CB00095	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001276125	cfreundii	-	aspC(~178)	clpX(~152)	fadD(~214)	mdh(~179)	arcA(115)	dnaG(-)	lysP(~185)	placeholder_ST239	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN03982941	Fish	Malaysia	2014	YG8	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/malaysia.jpg	Fish
ERQ0162	cfreundii	110	aspC(61)	clpX(61)	fadD(68)	mdh(40)	arcA(30)	dnaG(38)	lysP(56)	110	Citrobacter braakii	99.68%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
