ID ST_new Cluster__autocolour bacsort_species match collection Int_Ext biosample Source Country Date strain Year_bin Source_simple
GCF_013706575 ST194^^ 555 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148558 Environment "United Kingdom" 2017 RHBSTW-00269 2016-2020 Environment
GCF_019382615 ST200^^ 556 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN17843181 Other Thailand NA Colony322 Unknown Other
GCF_014856075 ST252 420 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12219996 Human Germany 2014 CF13069 2011-2015 Human
GCF_001880795 ST18 55 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_002918835 ST167 348 "Citrobacter freundii" 100.00% RefSeq Ext SAMN04286973 Unknown USA 2015 CFNIH6 2011-2015 Unknown
GCF_013336895 ST116 557 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14082855 Human USA 2019 YDC876 2016-2020 Human
GCF_005281125 ST32 558 "Citrobacter cronae" 100.00% RefSeq Ext SAMN11369626 Unknown Poland NA wls707 Unknown Unknown
GCF_001037485 ST113^^ 297 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN03280165 Human Unknown 2014 MGH105 2011-2015 Human
GCF_015135075 ST143 531 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMD00195868 Unknown Unknown NA NA Unknown Unknown
GCF_009660335 ST201^^ 559 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN08043190 Environment Netherlands 2014 soB4 2011-2015 Environment
GCF_018445725 ST396 560 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371903 Human Germany 2019 sc19446287 2016-2020 Human
ERQ0161 ST22 561 "Citrobacter freundii" 99.62% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
DB_3_F10 ST202^^ 562 "Citrobacter freundii" 98.77% Wastewater Int NA Wastewater Australia 2020 NA 2016-2020 Wastewater
GCF_019270195 ST105^^ 276 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824631 Other Thailand NA Colony363 Unknown Other
GCF_019800135 ST415 504 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12349711 Human Germany NA KE4473 Unknown Human
DB_5_F12 ST23^^ 563 "Citrobacter freundii" 99.44% Wastewater Int NA Wastewater Australia 2020 NA 2016-2020 Wastewater
GCF_000313895 ST169 89 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02471429 Environment Malaysia 2004 L17 1983-2010 Environment
GCF_001413075 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872768 Unknown USA 2011 "RU2 LB28" 2011-2015 Unknown
GCF_014855635 ST22 564 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12219572 Human Germany 2013 CF08698 2011-2015 Human
GCF_016502245 ST240 104 "Citrobacter cronae" 100.00% RefSeq Ext SAMN10435559 Other USA 2017 CB00015 2016-2020 Other
ERQ0310 ST150 565 "Citrobacter freundii" 99.47% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
ERQ0230 ST114 566 "Citrobacter freundii" 99.84% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_013458095 ST171 567 "Citrobacter braakii" 100.00% RefSeq Ext SAMN13520946 Human China 2017 172116965 2016-2020 Human
GCF_013727235 ST110 568 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148737 Environment "United Kingdom" 2017 RHBSTW-00903 2016-2020 Environment
GCF_018440275 ST18 325 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371780 Human Germany 2018 bk18035705 2016-2020 Human
GCF_016501915 ST116 569 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16339982 Human USA 2018 CB00139 2016-2020 Human
GCF_004004895 ST91 571 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644693 Human France 2017 122000000000 2016-2020 Human
GCF_904859905 ST8 573 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA3357462 Unknown Unknown NA NA Unknown Unknown
ERQ0159 ST110 381 "Citrobacter braakii" 99.85% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_019270455 ST105^^ 276 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824621 Other Thailand NA Colony370 Unknown Other
GCF_001880835 ST11 574 "Citrobacter freundii" 100.00% RefSeq Ext SAMN05447746 Human Spain 2013 CF10_ST11 2011-2015 Human
GCF_016501085 ST412 575 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16340011 Human USA 2019 CB00170 2016-2020 Human
GCF_014903525 ST128 577 "Citrobacter youngae" 100.00% RefSeq Ext SAMN08148234 Human USA NA MGH195 Unknown Human
GCF_019731875 ST216 578 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12349708 Human Germany NA KE4387 Unknown Human
GCF_001037515 ST203^^ 579 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN03280168 Human Unknown 2014 MGH110 2011-2015 Human
GCF_016939595 ST65 6 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_014803195 ST204^^ 580 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205290 Human France 2017 149j5 2016-2020 Human
ERQ0225 ST116 582 "Citrobacter freundii" 99.44% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_000398865 ST225 583 "Citrobacter braakii" 100.00% RefSeq Ext SAMN00847668 Unknown Unknown NA KTE32 Unknown Unknown
GCF_017151495 ST388 191 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15659127 Avian China 2019 F2R 2016-2020 Avian
GCF_013899405 ST205^^ 587 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148082 Bovine "United Kingdom" 2017 RHB12-C12 2016-2020 Swine/Bovine
GCF_014901845 ST423 589 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN08148200 Human USA NA UCI152 Unknown Human
GCF_902160715 ST95 590 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA104567567 Unknown Unknown NA NA Unknown Unknown
GCF_016501525 ST112^^ 294 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN16339999 Human USA 2019 CB00157 2016-2020 Human
GCF_016501815 ST20 591 "Citrobacter cronae" 100.00% RefSeq Ext SAMN16339988 Human USA 2019 CB00146 2016-2020 Human
GCF_002151815 ST187 593 "Citrobacter youngae" 100.00% RefSeq Ext SAMN04521901 Human USA 2015 MGH152 2011-2015 Human
GCF_004024365 ST11 594 "Citrobacter freundii" 100.00% RefSeq Ext SAMN09289739 Environment USA 2017 GEO_21_Eff_A 2016-2020 Environment
GCF_017151545 ST388 191 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15659130 Avian China 2019 F6 2016-2020 Avian
GCF_013785085 ST206^^ 595 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148628 Environment "United Kingdom" 2017 RHBSTW-00477 2016-2020 Environment
GCF_008180565 ST114 597 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12628157 Human USA 2019 KCJ3K347 2016-2020 Human
GCF_902506735 ST7^^ 18 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMEA6098291 Unknown Unknown NA NA Unknown Unknown
SD_5_D4 ST341 598 "Citrobacter freundii" 99.61% Gull Int NA Gull Australia 2019 NA 2016-2020 Gull
GCF_004005235 ST22 599 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644700 Environment France 2017 109A5 2016-2020 Environment
GCF_004004715 ST22 600 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644706 Environment France 2017 064B7 2016-2020 Environment
GCF_014230205 ST350 601 "Citrobacter cronae" 100.00% RefSeq Ext SAMN15770403 Mammalian China 2018 FF141 2016-2020 "Mammal (other)"
GCF_004322975 ST22 525 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03456000 Unknown USA 2015 ABFQG 2011-2015 Unknown
GCF_002289385 ST85^^ 243 "Citrobacter braakii" 100.00% RefSeq Ext SAMN07441838 Insect USA 2013 TSA-1 2011-2015 Invertebrate
GCF_016503835 ST59 603 "Citrobacter youngae" 100.00% RefSeq Ext SAMN12220310 Human USA 2018 CB00105 2016-2020 Human
GCF_013743055 ST150 604 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_001471655 ST207^^ 606 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN03996310 Human USA 2014 FDAARGOS_166 2011-2015 Human
GCF_019270255 ST208^^ 607 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824628 Other Thailand NA Colony217 Unknown Other
GCF_013786345 ST209^^ 608 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148552 Environment "United Kingdom" 2017 RHBSTW-00229 2016-2020 Environment
GCF_016501885 ST112^^ 294 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN16339985 Human USA 2019 CB00142 2016-2020 Human
GCF_013337065 ST11 609 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14082844 Human USA 2018 RS77 2016-2020 Human
ERQ0189 ST150 51 "Citrobacter freundii" 99.47% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_905232605 ST18 482 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_019448475 ST284 215 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN20477952 Avian China 2020 LHC3 2016-2020 Avian
SG18_100_2_S18 ST183 610 "Citrobacter youngae" 99.77% Gull Int NA Gull Australia 2018 NA 2016-2020 Gull
ERQ0224 ST110 25 "Citrobacter braakii" 99.67% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_018441215 ST22 612 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372143 Human Germany 2019 Survcare252 2016-2020 Human
GCF_013733095 ST71^^ 614 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_000714305 ST139 615 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02680232 Human Tanzania 2009 5-172-05_S1_C1 1983-2010 Human
GCF_013826505 ST210^^ 616 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148288 Bovine "United Kingdom" 2017 RHB30-C03 2016-2020 Swine/Bovine
GCF_004331575 ST211^^ 617 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10437850 Other Canada 2009 HH5 1983-2010 Other
GCF_019731005 ST212^^ 619 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14389597 Human China 2020 Y03 2016-2020 Human
ERQ0278 ST150 51 "Citrobacter freundii" 99.49% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_019270295 ST105^^ 276 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824626 Other Thailand NA Colony364 Unknown Other
GCF_019584545 ST155^^ 415 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN11855572 Environment Nigeria 2017 EC_49 2016-2020 Environment
GCF_011064845 ST92^^ 255 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14128751 Unknown Unknown 2018 "ATCC 8090" 2016-2020 Unknown
GCF_017151535 ST388 191 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15659129 Avian China 2019 F4 2016-2020 Avian
GCF_001022275 ST22 47 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03733754 Human USA 2012 CAV1741 2011-2015 Human
SG18_223_S110 ST187 620 "Citrobacter youngae" 99.77% Gull Int NA Gull Australia 2018 NA 2016-2020 Gull
GCF_013395115 ST214 621 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15425030 Environment Bangladesh 2019 SRS1 2016-2020 Environment
GCF_001689745 ST213^^ 624 "Citrobacter braakii" 100.00% RefSeq Ext SAMN04246388 Environment Canada 2006 A47 1983-2010 Environment
GCF_004331545 ST362 515 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10437852 Other Canada 2009 HH7 1983-2010 Other
GCF_016500895 ST8 625 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16340018 Human USA 2019 CB00180 2016-2020 Human
GCF_013168975 ST214^^ 626 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11394728 Human Colombia 2015 C1-185 2011-2015 Human
GCF_014337275 ST113^^ 297 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN08148341 Human USA NA MGH279 Unknown Human
GCF_004344985 ST22 47 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_005281055 ST25^^ 627 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN11369629 Unknown Poland NA wls711 Unknown Unknown
GCF_013798115 ST215^^ 628 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN15148449 Environment "United Kingdom" 2017 RHBSTW-00011 2016-2020 Environment
GCF_004327825 ST98 129 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_016894305 ST134 629 "Citrobacter portucalensis" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_019655555 ST216^^ 630 "Citrobacter freundii" 100.00% RefSeq Ext SAMD00298537 Unknown Unknown NA NA Unknown Unknown
GCF_003812345 ST212 631 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10163242 Human Unknown NA FDAARGOS_549 Unknown Human
GCF_905232695 ST18 632 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_016501625 ST125 633 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16339998 Human USA 2019 CB00156 2016-2020 Human
GCF_016905745 ST65 6 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16933271 Human "Czech Republic" 2018 CF48294 2016-2020 Human
GCF_003175795 ST396 636 "Citrobacter freundii" 100.00% RefSeq Ext SAMD00115687 Unknown Unknown NA NA Unknown Unknown
GCF_014103235 ST5^^ 13 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_020710145 ST217^^ 637 "Citrobacter freundii" 100.00% RefSeq Ext SAMN22377415 Human "Czech Republic" 2019 50714CZ 2016-2020 Human
ERQ0674 ST218^^ 638 "Citrobacter braakii" 99.22% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_916618775 ST219^^ 639 "Citrobacter murliniae" 100.00% RefSeq Ext SAMEA9543695 Unknown Unknown NA NA Unknown Unknown
GCF_004181935 ST22 640 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10847461 Human France 2016 ICR003203 2016-2020 Human
GCF_016501425 ST95 641 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16340004 Human USA 2019 CB00162 2016-2020 Human
GCF_018919545 ST220^^ 642 "Citrobacter braakii" 100.00% RefSeq Ext SAMN19645715 Human Unknown 2016 S46_ASV_140 2016-2020 Human
GCF_016894145 ST221^^ 643 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824632 Other Thailand NA Colony488 Unknown Other
ERQ0259 ST147^^ 644 "Citrobacter freundii" 99.32% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_016500465 ST307 645 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16340039 Human USA 2019 CB00205 2016-2020 Human
GCF_009649895 ST222^^ 646 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN13135737 Plant China 2017 H12-3-2 2016-2020 Plant
GCF_016503805 ST91 647 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220308 Human USA 2018 CB00103 2016-2020 Human
GCF_018422965 ST19 56 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17373001 Human Germany 2018 Survcare316 2016-2020 Human
GCF_013589875 ST150 470 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_900520375 ST116 649 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA4830818 Unknown Unknown NA NA Unknown Unknown
GCF_901456225 ST62 170 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA5578849 Unknown Unknown NA NA Unknown Unknown
GCF_016505165 ST98 64 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435580 Human USA 2017 CB00036 2016-2020 Human
GCF_016505285 ST307 527 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_016905585 ST65 6 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16933288 Human "Czech Republic" 2019 CF51238 2016-2020 Human
GCF_013890595 ST58^^ 168 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN15148180 Bovine "United Kingdom" 2017 RHB20-C15 2016-2020 Swine/Bovine
GCF_002934505 ST167 348 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_014596895 ST140^^ 366 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15963933 Other Germany 2015 C1 2011-2015 Other
GCF_001412755 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872776 Unknown USA 2011 "RU2 LB36" 2011-2015 Unknown
GCF_018443215 ST97 650 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN17372004 Human Germany 2016 Survcare083-1 2016-2020 Human
GCF_016507955 ST244 144 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10435554 Human USA 2017 CB00009 2016-2020 Human
GCF_002252025 ST415 651 "Citrobacter freundii" 100.00% RefSeq Ext SAMN06820765 Environment China 2016 C191 2016-2020 Environment
GCF_014189355 ST22 281 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11506022 Human Canada 2018 N18-04078 2016-2020 Human
GCF_013883595 ST80^^ 233 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148221 Bovine "United Kingdom" 2017 RHB24-C03 2016-2020 Swine/Bovine
GCF_002151775 ST114 652 "Citrobacter freundii" 100.00% RefSeq Ext SAMN04521890 Human USA 2015 MGH141 2011-2015 Human
GCF_018067665 ST223^^ 654 "Citrobacter freundii" 100.00% RefSeq Ext SAMN18511072 Human USA 2020 2020EL-00099 2016-2020 Human
SD_9_A7 ST63^^ 182 "Citrobacter youngae" 98.91% Gull Int NA Gull Australia 2019 NA 2016-2020 Gull
GCF_016679915 ST224^^ 655 "Citrobacter youngae" 100.00% RefSeq Ext SAMN17292532 Avian China 2019 RW4-8 2016-2020 Avian
GCF_018107715 ST507 656 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11513635 Human Malaysia 2013 CRE414 2011-2015 Human
GCF_018441745 ST18 491 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372073 Human Germany 2018 Survcare161 2016-2020 Human
GCF_016502025 ST225^^ 657 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13621918 Human USA 2018 CB00134 2016-2020 Human
GCF_020271725 ST226^^ 658 "Citrobacter cronae" 100.00% RefSeq Ext SAMN20477956 Avian China 2020 LHC5-1 2016-2020 Avian
GCF_015137255 ST143 659 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMD00195955 Unknown Unknown NA NA Unknown Unknown
GCF_001413235 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872791 Unknown USA 2013 "RU2 BHI15" 2011-2015 Unknown
GCF_019802385 ST104 660 "Citrobacter cronae" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_012843215 ST167^^ 448 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN14556206 Environment "South Korea" 2018 DNRA3 2016-2020 Environment
GCF_009881195 ST34^^ 663 "Citrobacter amalonaticus" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_001413275 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872794 Unknown USA 2013 "RU2 BHI18" 2011-2015 Unknown
ERQ0217 ST110 250 "Citrobacter braakii" 99.64% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_003818115 ST65^^ 194 "Citrobacter youngae" 100.00% RefSeq Ext SAMN10440282 Other USA NA "CCUG 30791" Unknown Other
GCF_014903475 ST540 665 "Citrobacter freundii" 100.00% RefSeq Ext SAMN08148314 Human USA NA MGH196 Unknown Human
GCF_018439105 ST114 666 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371837 Human Germany 2017 NRZ-38718 2016-2020 Human
GCF_013337685 ST227^^ 667 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN11479447 Unknown Portugal 2013 UMG736 2011-2015 Unknown
GCF_013816655 ST83^^ 240 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148355 Bovine "United Kingdom" 2017 RHB35-C18 2016-2020 Swine/Bovine
GCF_016505255 ST22 669 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435575 Human USA 2017 CB00031 2016-2020 Human
ERQ0155 ST110 670 "Citrobacter braakii" 99.71% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_008086465 ST17 671 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN08027248 Human China 2014 WCHCP085039 2011-2015 Human
GCF_018439185 ST22 15 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371833 Human Germany 2017 NRZ-37969 2016-2020 Human
SG18_229_S54 ST347 672 "Citrobacter pasteurii" 99.26% Gull Int NA Gull Australia 2018 NA 2016-2020 Gull
GCF_020559425 ST525 409 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN22167496 Human USA NA DFI.7.8 Unknown Human
SG18_8_S1 ST25^^ 674 "Citrobacter gillenii" 99.54% Gull Int NA Gull Australia 2018 NA 2016-2020 Gull
GCF_014802885 ST22 675 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205304 Human France 2018 179I1 2016-2020 Human
GCF_004005035 ST22 463 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644678 Human France 2017 106F1 2016-2020 Human
GCF_016894045 ST228^^ 676 "Citrobacter cronae" 100.00% RefSeq Ext SAMN17824638 Other Thailand NA Colony473 Unknown Other
GCF_021440245 ST85 677 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN24245010 Fish Portugal 2019 INSAq234 2016-2020 Fish/Reptile
ERQ0681 ST116 112 "Citrobacter freundii" 99.44% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_002918455 ST44^^ 115 "Citrobacter braakii" 100.00% RefSeq Ext SAMN08395897 Plant Unknown NA S1280 Unknown Plant
GCF_016504885 ST388 679 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10435597 Human USA 2017 CB00054 2016-2020 Human
GCF_020215765 ST284 215 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN20477954 Avian China 2020 XMY1F802-7 2016-2020 Avian
GCF_000826205 ST122^^ 318 "Citrobacter pasteurii" 100.00% RefSeq Ext SAMEA3099656 Unknown Unknown NA NA Unknown Unknown
GCF_015668205 ST229^^ 680 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15533161 Human USA 2016 1001302B_160321_C4 2016-2020 Human
GCF_018441765 ST18 491 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372074 Human Germany 2018 Survcare162 2016-2020 Human
GCF_013786025 ST42^^ 681 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148581 Environment "United Kingdom" 2017 RHBSTW-00334 2016-2020 Environment
GCF_902807175 ST230^^ 682 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA6574524 Unknown Unknown NA NA Unknown Unknown
GCF_016503095 ST231^^ 683 "Citrobacter youngae" 100.00% RefSeq Ext SAMN13621921 Human USA 2018 CB00137 2016-2020 Human
GCF_020215805 ST284 215 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN20477953 Avian China 2020 LHC31-1 2016-2020 Avian
GCF_016503305 ST415 487 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13621910 Human USA 2018 CB00126 2016-2020 Human
GCF_013786565 ST22 684 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_017151595 ST232^^ 685 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15659132 Avian China 2019 F3R 2016-2020 Avian
GCF_004005615 ST22 463 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644671 Human France 2017 12200000 2016-2020 Human
GCF_019660585 ST233^^ 686 "Citrobacter freundii" 100.00% RefSeq Ext SAMN20568180 Human China 2015 CF-15-33 2011-2015 Human
GCF_002919485 ST44^^ 115 "Citrobacter braakii" 100.00% RefSeq Ext SAMN08395898 Plant Unknown NA S1281 Unknown Plant
GCF_016507625 ST482 687 "Citrobacter murliniae" 100.00% RefSeq Ext SAMN11284921 Human USA 2018 CB00078 2016-2020 Human
GCF_009881175 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11945273 Human USA 2015 BIOML-A2 2011-2015 Human
GCF_005281195 ST234^^ 689 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN11369618 Unknown Poland NA wls613 Unknown Unknown
GCF_014170055 ST235^^ 690 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15086845 Human USA 2018 IDR1800045912-01-00 2016-2020 Human
GCF_011603985 ST236^^ 691 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN14218527 Annelid Denmark 2019 MM2020_5 2016-2020 Invertebrate
GCF_002075345 ST237^^ 692 "Citrobacter braakii" 100.00% RefSeq Ext SAMN06219870 Other France NA "ATCC 51113" Unknown Other
GCF_017151515 ST388 191 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15659128 Avian China 2019 F5 2016-2020 Avian
GCF_016504785 ST40^^ 693 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN10435601 Human USA 2017 CB00058 2016-2020 Human
GCF_014855595 ST252 420 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12219574 Human Germany 2014 CF12637 2011-2015 Human
GCF_014855645 ST252 420 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12219573 Human Germany 2014 CF11993 2011-2015 Human
GCF_016893985 ST31 169 "Citrobacter cronae" 100.00% RefSeq Ext SAMN17824636 Other Thailand 2019 Colony226 2016-2020 Other
GCF_018449455 ST71^^ 694 "Citrobacter braakii" 100.00% RefSeq Ext SAMN19182481 Environment Peru 2017 CF248 2016-2020 Environment
GCF_013169475 ST328 695 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN07291424 Human Colombia 2014 C1-154 2011-2015 Human
GCF_019660945 ST22 10 "Citrobacter freundii" 100.00% RefSeq Ext SAMN20568165 Human China 2014 CF-14-50 2011-2015 Human
GCF_001273815 ST88 696 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03975633 Environment China 2015 WCHCF65 2011-2015 Environment
GCF_014903115 ST8 697 "Citrobacter freundii" 100.00% RefSeq Ext SAMN08148253 Human USA NA MGH214 Unknown Human
GCF_019645955 ST238^^ 698 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN20585126 Rodent "United Kingdom" 2020 C3H 2016-2020 "Mammal (other)"
ERQ0211 ST110 25 "Citrobacter braakii" 99.64% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_013726615 ST341 700 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148742 Environment "United Kingdom" 2017 RHBSTW-00915 2016-2020 Environment
GCF_014855715 ST111 701 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12219630 Environment Germany 2017 CF13461 2016-2020 Environment
GCF_014802855 ST22 640 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205308 Human France 2019 195G4 2016-2020 Human
GCF_016504585 ST390 704 "Citrobacter youngae" 100.00% RefSeq Ext SAMN10435608 Human USA 2017 CB00065 2016-2020 Human
