snp-dists 0.6.3,DB_3_D1,DB_3_F10,ERQ0043,ERQ0044,ERQ0045,ERQ0152,ERQ0154,ERQ0155,ERQ0156,ERQ0159,ERQ0160,ERQ0161,ERQ0162,ERQ0165,ERQ0169,ERQ0173,ERQ0186,ERQ0189,ERQ0192,ERQ0199,ERQ0200,ERQ0211,ERQ0212,ERQ0213,ERQ0216,ERQ0217,ERQ0222,ERQ0224,ERQ0225,ERQ0227,ERQ0230,ERQ0233,ERQ0241,ERQ0243,ERQ0246,ERQ0250,ERQ0251,ERQ0255,ERQ0259,ERQ0278,ERQ0310,ERQ0572,ERQ0672,ERQ0678,ERQ0681,ERQ0682,ERQ0685,ERQ0689,GCF_000018045,GCF_000155975,GCF_000158355,GCF_000238735,GCF_000342325,GCF_000388155,GCF_000521945,GCF_000521965,GCF_000582615,GCF_000692115,GCF_000731055,GCF_000734905,GCF_000764735,GCF_000783445,GCF_000783755,GCF_000783995,GCF_000786265,GCF_000786275,GCF_000826205,GCF_000835925,GCF_000937455,GCF_000937505,GCF_000972645,GCF_000981805,GCF_000982845,GCF_001022155,GCF_001022275,GCF_001276105,GCF_001276125,GCF_001281005,GCF_001471655,GCF_001546285,GCF_001546305,GCF_001552875,GCF_001558935,GCF_001559075,GCF_001718055,GCF_002042885,GCF_002073755,GCF_002114305,GCF_002151695,GCF_002185305,GCF_002208845,GCF_002208985,GCF_002786865,GCF_002796485,GCF_002796505,GCF_002843195,GCF_002863965,GCF_002871775,GCF_002880615,GCF_002903215,GCF_002903305,GCF_002918455,GCF_002918465,GCF_002918495,GCF_002918505,GCF_002918555,GCF_002918575,GCF_002918835,GCF_002918855,GCF_002918865,GCF_002918875,GCF_002918935,GCF_002919425,GCF_002919455,GCF_002919485,GCF_002919795,GCF_002919825,GCF_002923765,GCF_002934505,GCF_002939255,GCF_002946635,GCF_002947035,GCF_002947675,GCF_003015305,GCF_003019835,GCF_003175795,GCF_003184045,GCF_003226155,GCF_003255895,GCF_003665535,GCF_003665595,GCF_003665615,GCF_003665635,GCF_003665655,GCF_004322975,GCF_005280805,GCF_005280825,GCF_005280855,GCF_005280875,GCF_005280915,GCF_005280935,GCF_005280955,GCF_005280975,GCF_005281015,GCF_005281025,GCF_005281055,GCF_005281115,GCF_005281125,GCF_005281155,GCF_005281165,GCF_005281175,GCF_005281195,GCF_005281245,GCF_005281255,GCF_005281325,GCF_005281355,GCF_005406305,GCF_008931685,GCF_014332945,GCF_014333035,GCF_900079995,GCF_900080005,GCF_902387635,SD_2_G2,SD_5_A12,SD_5_D4,SD_9_A7,SD_9_B7,SD_9_C7,SD_9_H6,SG18_100_2_S18,SG18_109_2_S19,SG18_138_1_S32,SG18_138_2_S33,SG18_223_S110,SG18_227_S53,SG18_229_S54,SG18_265_S115,SG18_42_S4,SG18_8_S1
GCF_001022275,142,128,163,668,163,112,112,1083,113,1084,669,1,1084,1083,1086,123,123,112,669,1084,163,1084,119,1084,1084,1084,669,1084,142,149,136,150,123,112,1084,150,1083,112,151,112,113,1095,1095,142,142,143,142,142,2731,1258,671,720,153,150,689,136,166,1038,2872,166,2953,2734,137,1039,1089,1114,1451,3197,0,165,1100,2902,111,0,0,2898,2898,694,2893,140,2726,2726,2886,2858,112,695,1034,1309,2899,1318,1103,2727,1043,687,134,701,2735,185,2842,1083,669,1090,1090,1090,1061,2825,1087,127,127,0,169,2825,1090,1090,1090,1083,161,1081,127,1095,687,2721,2726,140,168,150,2723,2723,678,171,161,154,138,140,0,2165,2163,1396,1362,1112,678,1322,1383,1452,1299,2180,1300,1322,1113,1095,1350,2178,1099,1306,1094,1326,2725,162,1077,2892,1051,1032,1039,2883,1077,134,1306,1095,162,1306,1302,1302,1304,1304,1348,1301,1424,2169,1408,2180
GCF_001276105,2893,2892,2909,2856,2909,2890,2890,2904,2891,2905,2857,2899,2905,2904,2904,2895,2895,2890,2857,2905,2896,2905,2894,2905,2905,2905,2857,2905,2893,2892,2891,2893,2900,2890,2905,2894,2904,2890,2906,2890,2891,2906,2911,2893,2893,2894,2893,2893,2605,2830,2856,2865,2905,2888,2864,2894,2904,2890,202,2904,1285,2619,2895,2895,2903,2917,2951,2601,2898,2894,2912,1284,2889,2898,2898,0,0,2871,95,2895,2613,2613,166,641,2890,2856,2888,2898,1,2889,2900,2614,2891,2852,2894,2881,2619,2903,643,2904,2857,2910,2910,2910,2884,2652,2911,2896,2896,2898,2907,2652,2910,2910,2910,2904,2903,2902,2896,2900,2852,2614,2613,2904,2906,2894,2616,2606,2864,2909,2898,2901,2896,2895,2898,3049,3057,2969,2948,2897,2862,2883,2954,2952,2928,3046,2931,2883,2898,2906,2946,3046,2897,2902,2910,2918,2613,2908,2932,199,2907,2893,2895,198,2905,2889,2972,2907,2908,2972,2927,2927,2926,2926,2944,2941,2953,3043,2950,3047
GCF_001276125,2893,2892,2909,2856,2909,2890,2890,2904,2891,2905,2857,2899,2905,2904,2904,2895,2895,2890,2857,2905,2896,2905,2894,2905,2905,2905,2857,2905,2893,2892,2891,2893,2900,2890,2905,2894,2904,2890,2906,2890,2891,2906,2911,2893,2893,2894,2893,2893,2605,2830,2856,2865,2905,2888,2864,2894,2904,2890,202,2904,1285,2619,2895,2895,2903,2917,2951,2601,2898,2894,2912,1284,2889,2898,2898,0,0,2871,95,2895,2613,2613,166,641,2890,2856,2888,2898,1,2889,2900,2614,2891,2852,2894,2881,2619,2903,643,2904,2857,2910,2910,2910,2884,2652,2911,2896,2896,2898,2907,2652,2910,2910,2910,2904,2903,2902,2896,2900,2852,2614,2613,2904,2906,2894,2616,2606,2864,2909,2898,2901,2896,2895,2898,3049,3057,2969,2948,2897,2862,2883,2954,2952,2928,3046,2931,2883,2898,2906,2946,3046,2897,2902,2910,2918,2613,2908,2932,199,2907,2893,2895,198,2905,2889,2972,2907,2908,2972,2927,2927,2926,2926,2944,2941,2953,3043,2950,3047
GCF_001281005,685,682,690,194,690,680,680,1055,681,1056,195,695,1056,1055,1071,695,695,680,195,1056,681,1056,687,1056,1056,1056,195,1056,685,703,675,704,694,680,1056,679,1055,680,688,680,681,1057,1077,685,685,686,685,685,2678,1234,186,323,677,690,169,684,674,996,2845,674,2930,2685,685,991,1069,1071,1527,3174,694,665,1067,2892,679,694,694,2871,2871,0,2865,680,2679,2679,2861,2831,680,190,984,1292,2872,1286,1064,2680,1002,186,682,224,2684,677,2825,1055,195,1081,1081,1081,999,2792,1076,699,699,694,706,2792,1081,1081,1081,1055,684,1069,699,1075,186,2671,2679,681,705,679,2673,2671,177,708,689,677,686,680,694,2142,2145,1480,1430,1062,197,1293,1459,1528,1275,2155,1277,1293,1063,1075,1424,2155,1076,1293,1075,1305,2672,689,1244,2868,1000,982,991,2858,1060,667,1399,1073,689,1399,1421,1421,1422,1422,1422,1419,1500,2146,1482,2155
GCF_001471655,2890,2887,2906,2858,2906,2885,2885,2901,2886,2902,2859,2894,2902,2901,2904,2890,2890,2885,2859,2902,2889,2902,2889,2902,2902,2902,2859,2902,2890,2893,2888,2894,2895,2885,2902,2889,2901,2885,2901,2885,2886,2905,2910,2890,2890,2891,2890,2890,2614,2820,2856,2863,2903,2885,2864,2889,2901,2881,206,2901,1282,2625,2890,2887,2902,2912,2947,2587,2893,2889,2909,1285,2884,2893,2893,95,95,2865,0,2888,2623,2623,181,643,2885,2856,2879,2888,96,2879,2897,2624,2883,2852,2889,2882,2628,2900,642,2901,2859,2909,2909,2909,2872,2649,2910,2891,2891,2893,2906,2649,2909,2909,2909,2901,2900,2900,2891,2898,2852,2621,2623,2901,2905,2889,2623,2615,2862,2908,2893,2898,2891,2888,2893,3039,3047,2961,2940,2896,2860,2873,2948,2948,2923,3037,2924,2873,2897,2904,2938,3038,2895,2892,2908,2918,2618,2905,2931,206,2897,2882,2887,206,2900,2886,2964,2909,2905,2964,2921,2921,2920,2920,2936,2937,2945,3034,2946,3038
GCF_001546285,144,133,157,654,157,146,146,1082,147,1083,655,141,1083,1082,1084,165,165,146,655,1083,140,1083,153,1083,1083,1083,655,1083,144,201,134,202,177,146,1083,158,1082,146,141,146,147,1074,1093,144,144,145,144,144,2715,1246,668,704,139,204,674,194,136,1028,2870,136,2948,2716,195,1031,1077,1091,1452,3186,140,145,1080,2907,145,140,140,2895,2895,680,2888,0,2710,2710,2882,2862,146,680,1020,1312,2896,1312,1081,2711,1036,662,192,677,2717,189,2845,1082,655,1085,1085,1085,1043,2830,1082,169,169,140,205,2830,1085,1085,1085,1082,150,1082,169,1093,662,2697,2710,156,204,158,2699,2705,663,207,151,129,196,0,140,2156,2155,1385,1335,1089,665,1315,1336,1453,1298,2175,1299,1315,1090,1093,1312,2170,1097,1309,1094,1333,2705,156,1076,2887,1034,1021,1031,2879,1075,159,1278,1092,156,1278,1303,1303,1303,1303,1310,1298,1419,2164,1407,2175
GCF_001546305,2714,2705,2715,2679,2715,2697,2697,2742,2698,2743,2680,2727,2742,2742,2730,2707,2707,2697,2680,2742,2702,2742,2703,2743,2743,2743,2680,2742,2714,2727,2709,2728,2719,2697,2743,2692,2742,2697,2708,2697,2698,2725,2748,2714,2714,2715,2714,2714,143,2630,2680,2683,2716,2717,2689,2717,2714,2676,2628,2714,2698,143,2718,2663,2733,2747,2783,2776,2726,2714,2728,2687,2696,2726,2726,2613,2613,2679,2623,2710,0,0,2620,2572,2697,2685,2670,2687,2614,2679,2731,1,2668,2681,2717,2689,142,2709,2562,2742,2680,2731,2731,2731,2727,2649,2731,2713,2713,2726,2742,2649,2731,2731,2731,2742,2714,2739,2713,2737,2681,144,0,2703,2741,2692,144,135,2694,2744,2718,2706,2719,2710,2726,2874,2890,2777,2768,2743,2689,2681,2764,2784,2684,2895,2696,2681,2744,2752,2745,2884,2754,2678,2749,2681,148,2714,2784,2633,2693,2663,2663,2628,2739,2704,2787,2746,2714,2787,2749,2749,2745,2745,2743,2741,2776,2888,2763,2894
GCF_001552875,2714,2705,2715,2679,2715,2697,2697,2742,2698,2743,2680,2727,2742,2742,2730,2707,2707,2697,2680,2742,2702,2742,2703,2743,2743,2743,2680,2742,2714,2727,2709,2728,2719,2697,2743,2692,2742,2697,2708,2697,2698,2725,2748,2714,2714,2715,2714,2714,143,2630,2680,2683,2716,2717,2689,2717,2714,2676,2628,2714,2698,143,2718,2663,2733,2747,2783,2776,2726,2714,2728,2687,2696,2726,2726,2613,2613,2679,2623,2710,0,0,2620,2572,2697,2685,2670,2687,2614,2679,2731,1,2668,2681,2717,2689,142,2709,2562,2742,2680,2731,2731,2731,2727,2649,2731,2713,2713,2726,2742,2649,2731,2731,2731,2742,2714,2739,2713,2737,2681,144,0,2703,2741,2692,144,135,2694,2744,2718,2706,2719,2710,2726,2874,2890,2777,2768,2743,2689,2681,2764,2784,2684,2895,2696,2681,2744,2752,2745,2884,2754,2678,2749,2681,148,2714,2784,2633,2693,2663,2663,2628,2739,2704,2787,2746,2714,2787,2749,2749,2745,2745,2743,2741,2776,2888,2763,2894
GCF_001558935,2883,2880,2900,2854,2900,2878,2878,2899,2879,2900,2855,2887,2900,2899,2902,2883,2883,2878,2855,2900,2882,2900,2882,2900,2900,2900,2855,2900,2883,2884,2881,2885,2886,2878,2900,2880,2899,2878,2894,2878,2879,2907,2908,2883,2883,2884,2883,2883,2610,2827,2861,2865,2892,2876,2867,2880,2897,2890,108,2897,1289,2623,2881,2891,2903,2914,2952,2603,2886,2880,2911,1278,2877,2886,2886,166,166,2861,181,2882,2620,2620,0,651,2878,2857,2886,2893,167,2882,2897,2621,2892,2854,2880,2879,2624,2891,650,2899,2855,2912,2912,2912,2891,2675,2913,2884,2884,2886,2895,2675,2912,2912,2912,2899,2894,2898,2884,2893,2854,2619,2620,2894,2894,2880,2621,2613,2865,2897,2886,2889,2882,2882,2886,3057,3064,2972,2955,2897,2864,2875,2959,2953,2923,3053,2924,2875,2898,2900,2946,3053,2896,2895,2909,2915,2618,2899,2930,129,2903,2893,2891,101,2902,2879,2973,2906,2899,2973,2930,2930,2927,2927,2944,2939,2948,3050,2956,3054
GCF_001559075,2856,2851,2871,2829,2871,2847,2847,2860,2848,2861,2830,2859,2861,2860,2862,2856,2856,2847,2830,2861,2857,2861,2851,2861,2861,2861,2830,2861,2856,2852,2851,2853,2855,2847,2861,2854,2860,2847,2868,2847,2848,2870,2868,2856,2856,2857,2856,2856,2554,2816,2827,2823,2867,2847,2825,2852,2869,2847,656,2869,1166,2569,2853,2852,2860,2873,2914,2541,2858,2853,2867,1155,2846,2858,2858,641,641,2831,643,2862,2572,2572,651,0,2847,2827,2851,2869,642,2858,2856,2573,2848,2825,2852,2842,2569,2856,147,2860,2830,2868,2868,2868,2827,2641,2869,2857,2857,2858,2866,2641,2868,2868,2868,2860,2864,2863,2857,2860,2825,2566,2572,2863,2865,2854,2568,2561,2824,2868,2861,2866,2854,2862,2858,3016,3025,2937,2911,2850,2830,2846,2922,2915,2904,3023,2907,2846,2851,2866,2915,3013,2853,2869,2867,2890,2568,2870,2898,666,2865,2852,2852,649,2864,2850,2930,2869,2870,2930,2910,2910,2905,2905,2913,2916,2915,3020,2923,3024
GCF_001718055,96,111,154,653,154,0,0,1061,1,1062,654,113,1062,1061,1063,109,109,0,654,1062,139,1062,7,1062,1062,1062,654,1062,96,165,112,166,155,0,1062,152,1061,0,107,0,1,1068,1068,96,96,97,96,96,2698,1238,662,699,129,160,680,162,140,1019,2865,140,2935,2706,163,1016,1066,1083,1431,3167,112,123,1075,2886,1,112,112,2890,2890,680,2885,146,2697,2697,2878,2847,0,686,1011,1289,2891,1297,1077,2698,1026,671,160,672,2707,151,2832,1061,654,1064,1064,1064,1039,2817,1061,113,113,112,181,2817,1064,1064,1064,1061,145,1059,113,1068,671,2692,2697,116,180,152,2694,2698,668,183,147,124,164,146,112,2129,2129,1377,1344,1082,666,1301,1365,1432,1278,2146,1277,1301,1083,1070,1327,2145,1072,1287,1067,1310,2694,153,1055,2883,1028,1009,1016,2876,1049,144,1292,1066,153,1292,1284,1284,1284,1284,1325,1281,1403,2135,1394,2146
GCF_002042885,681,678,692,168,692,686,686,1054,687,1055,169,696,1055,1054,1059,695,695,686,169,1055,681,1055,693,1055,1055,1055,169,1055,681,697,676,698,692,686,1055,681,1054,686,686,686,687,1038,1068,681,681,682,681,681,2685,1228,198,310,676,689,157,679,678,1000,2839,678,2937,2692,680,997,1051,1062,1520,3179,695,665,1052,2897,685,695,695,2856,2856,190,2856,680,2685,2685,2857,2827,686,0,989,1300,2857,1292,1053,2686,1008,186,677,217,2691,679,2823,1054,169,1071,1071,1071,990,2788,1066,699,699,695,700,2788,1071,1071,1071,1054,686,1060,699,1070,186,2679,2685,683,699,681,2681,2677,173,702,688,679,681,680,695,2131,2134,1468,1428,1057,168,1299,1445,1521,1276,2147,1281,1299,1058,1070,1411,2146,1069,1296,1064,1299,2677,691,1220,2858,1001,990,997,2847,1053,667,1383,1068,691,1383,1417,1417,1416,1416,1409,1413,1490,2138,1471,2147
GCF_002073755,1030,1031,1042,993,1042,1011,1011,873,1012,874,994,1035,874,873,871,1014,1014,1011,994,874,1028,874,1018,874,874,874,994,874,1030,1039,1025,1040,1019,1011,874,1045,873,1011,1034,1011,1012,880,878,1030,1030,1031,1030,1030,2682,1222,1000,1005,1037,1027,984,1033,1033,93,2866,1033,2950,2686,1034,103,869,886,1544,3174,1034,1026,884,2915,1010,1034,1034,2888,2888,984,2879,1020,2670,2670,2886,2851,1011,989,0,1305,2889,1305,890,2671,82,985,1031,994,2684,1058,2841,873,994,866,866,866,801,2793,861,1017,1017,1034,1055,2793,866,866,866,873,1036,873,1017,874,985,2678,2670,1026,1054,1045,2680,2677,987,1057,1046,1038,1035,1020,1034,2152,2148,1538,1518,895,996,1294,1545,1545,1262,2174,1264,1294,896,875,1515,2162,876,1299,875,1294,2678,1041,1155,2883,97,91,103,2881,862,1001,1519,875,1041,1519,1494,1494,1484,1484,1513,1495,1512,2163,1532,2175
GCF_002114305,1294,1301,1303,1285,1303,1289,1289,1327,1290,1328,1286,1310,1328,1327,1320,1300,1300,1289,1286,1328,1303,1328,1295,1328,1328,1328,1286,1328,1294,1316,1312,1317,1309,1289,1328,1301,1327,1289,1296,1289,1290,1320,1328,1294,1294,1295,1294,1294,2687,1024,1299,1298,1302,1306,1306,1310,1306,1301,2873,1306,2968,2691,1311,1304,1315,1323,1694,3143,1309,1308,1311,2874,1288,1309,1309,2898,2898,1292,2888,1312,2687,2687,2893,2869,1289,1300,1305,0,2899,156,1326,2688,1306,1293,1310,1292,2694,1314,2860,1327,1286,1333,1333,1333,1301,2827,1328,1304,1304,1309,1330,2827,1333,1333,1333,1327,1304,1325,1304,1334,1293,2687,2687,1295,1329,1301,2689,2691,1290,1332,1299,1300,1312,1312,1309,2209,2200,1696,1655,1325,1284,116,1674,1695,569,2225,562,116,1326,1318,1641,2213,1334,148,1332,613,2692,1302,1465,2893,1315,1293,1304,2885,1325,1289,1658,1331,1302,1658,1658,1658,1653,1653,1639,1654,1669,2216,1680,2225
GCF_002151695,2894,2893,2910,2857,2910,2891,2891,2905,2892,2906,2858,2900,2906,2905,2905,2896,2896,2891,2858,2906,2897,2906,2895,2906,2906,2906,2858,2906,2894,2893,2892,2894,2901,2891,2906,2895,2905,2891,2907,2891,2892,2907,2912,2894,2894,2895,2894,2894,2606,2831,2857,2866,2906,2889,2865,2895,2905,2891,203,2905,1286,2620,2896,2896,2904,2918,2952,2602,2899,2895,2913,1285,2890,2899,2899,1,1,2872,96,2896,2614,2614,167,642,2891,2857,2889,2899,0,2890,2901,2615,2892,2853,2895,2882,2620,2904,644,2905,2858,2911,2911,2911,2885,2653,2912,2897,2897,2899,2908,2653,2911,2911,2911,2905,2904,2903,2897,2901,2853,2615,2614,2905,2907,2895,2617,2607,2865,2910,2899,2902,2897,2896,2899,3050,3058,2970,2949,2898,2863,2884,2955,2953,2929,3047,2932,2884,2899,2907,2947,3047,2898,2903,2911,2919,2614,2909,2933,200,2908,2894,2896,199,2906,2890,2973,2908,2909,2973,2928,2928,2927,2927,2945,2942,2954,3044,2951,3048
GCF_002185305,1299,1309,1307,1280,1307,1297,1297,1333,1298,1334,1281,1319,1334,1333,1323,1303,1303,1297,1281,1334,1307,1334,1303,1334,1334,1334,1281,1334,1299,1319,1310,1320,1311,1297,1334,1312,1333,1297,1306,1297,1298,1320,1336,1299,1299,1300,1299,1299,2680,1017,1293,1296,1308,1310,1302,1316,1316,1300,2862,1316,2942,2686,1317,1310,1319,1327,1687,3134,1318,1310,1316,2862,1296,1318,1318,2889,2889,1286,2879,1312,2679,2679,2882,2858,1297,1292,1305,156,2890,0,1333,2680,1313,1286,1316,1290,2692,1320,2851,1333,1281,1335,1335,1335,1297,2819,1330,1304,1304,1318,1337,2819,1335,1335,1335,1333,1307,1326,1304,1337,1286,2679,2679,1304,1336,1312,2681,2685,1286,1339,1312,1310,1318,1312,1318,2205,2197,1688,1647,1327,1282,145,1663,1688,572,2225,567,145,1328,1329,1631,2204,1342,134,1335,616,2684,1306,1481,2882,1315,1299,1310,2874,1329,1288,1651,1337,1306,1651,1657,1657,1650,1650,1629,1653,1657,2215,1675,2225
GCF_002208845,1078,1087,1103,1052,1103,1077,1077,151,1078,152,1053,1104,152,151,188,1101,1101,1077,1053,152,1096,152,1084,152,152,152,1053,152,1078,1101,1084,1102,1098,1077,152,1097,151,1077,1093,1077,1078,166,170,1078,1078,1079,1078,1078,2732,1259,1069,1065,1092,1094,1059,1112,1085,906,2877,1085,2972,2742,1113,889,181,140,1606,3223,1103,1090,160,2925,1076,1103,1103,2900,2900,1064,2897,1081,2731,2731,2897,2856,1077,1053,890,1326,2901,1333,0,2732,902,1058,1110,1062,2741,1102,2856,151,1053,186,186,186,930,2815,188,1103,1103,1103,1107,2815,186,186,186,151,1096,165,1103,147,1058,2736,2731,1080,1106,1097,2738,2731,1051,1109,1094,1097,1114,1081,1103,2149,2143,1600,1546,122,1054,1327,1569,1607,1326,2157,1316,1327,123,146,1550,2158,145,1310,156,1361,2733,1102,1207,2897,912,891,889,2889,168,1085,1552,164,1102,1552,1571,1571,1563,1563,1548,1576,1589,2148,1609,2158
GCF_002208985,2715,2706,2716,2680,2716,2698,2698,2743,2699,2744,2681,2728,2743,2743,2731,2708,2708,2698,2681,2743,2703,2743,2704,2744,2744,2744,2681,2743,2715,2728,2710,2729,2720,2698,2744,2693,2743,2698,2709,2698,2699,2726,2749,2715,2715,2716,2715,2715,144,2631,2681,2684,2717,2718,2690,2718,2715,2677,2629,2715,2699,144,2719,2664,2734,2748,2784,2777,2727,2715,2729,2688,2697,2727,2727,2614,2614,2680,2624,2711,1,1,2621,2573,2698,2686,2671,2688,2615,2680,2732,0,2669,2682,2718,2690,143,2710,2563,2743,2681,2732,2732,2732,2728,2650,2732,2714,2714,2727,2743,2650,2732,2732,2732,2743,2715,2740,2714,2738,2682,145,1,2704,2742,2693,145,136,2695,2745,2719,2707,2720,2711,2727,2875,2891,2778,2769,2744,2690,2682,2765,2785,2685,2896,2697,2682,2745,2753,2746,2885,2755,2679,2750,2682,149,2715,2785,2634,2694,2664,2664,2629,2740,2705,2788,2747,2715,2788,2750,2750,2746,2746,2744,2742,2777,2889,2764,2895
GCF_002786865,1044,1043,1052,1010,1052,1026,1026,885,1027,886,1011,1044,886,885,881,1030,1030,1026,1011,886,1051,886,1033,886,886,886,1011,886,1044,1050,1046,1051,1035,1026,886,1055,885,1026,1046,1026,1027,893,893,1044,1044,1045,1044,1044,2678,1225,1014,1023,1057,1039,1003,1042,1048,95,2872,1048,2947,2679,1043,97,884,902,1556,3167,1043,1047,898,2912,1025,1043,1043,2891,2891,1002,2883,1036,2668,2668,2892,2848,1026,1008,82,1306,2892,1313,902,2669,0,1004,1040,1010,2677,1068,2842,885,1011,881,881,881,820,2800,876,1033,1033,1043,1068,2800,881,881,881,885,1046,881,1033,884,1004,2675,2668,1038,1067,1055,2677,2672,1006,1070,1058,1048,1044,1036,1043,2152,2148,1552,1528,910,1015,1303,1558,1557,1263,2178,1255,1303,911,884,1531,2162,888,1300,887,1280,2671,1051,1166,2889,109,115,97,2887,875,1019,1534,888,1051,1534,1513,1513,1503,1503,1529,1516,1526,2167,1548,2179
GCF_002796485,672,665,681,180,681,671,671,1055,672,1056,181,688,1056,1055,1064,691,691,671,181,1056,672,1056,678,1056,1056,1056,181,1056,672,685,660,686,683,671,1056,669,1055,671,677,671,672,1043,1071,672,672,673,672,672,2681,1226,126,312,668,680,164,670,664,1002,2836,664,2929,2685,671,1002,1046,1067,1510,3162,687,654,1059,2885,670,687,687,2852,2852,186,2852,662,2681,2681,2854,2825,671,186,985,1293,2853,1286,1058,2682,1004,0,668,219,2682,665,2820,1055,181,1063,1063,1063,992,2783,1060,695,695,687,688,2783,1063,1063,1063,1055,675,1061,695,1069,0,2670,2681,671,687,669,2672,2673,150,690,676,668,672,662,687,2128,2131,1465,1425,1058,179,1294,1449,1511,1266,2143,1268,1294,1059,1071,1405,2142,1072,1287,1067,1291,2668,680,1206,2855,997,991,1002,2844,1058,653,1383,1071,680,1383,1425,1425,1424,1424,1403,1417,1480,2134,1479,2143
GCF_002796505,169,161,185,654,185,160,160,1091,161,1092,655,135,1092,1091,1095,167,167,160,655,1092,203,1092,167,1092,1092,1092,655,1092,169,119,176,120,92,160,1092,160,1091,160,191,160,161,1100,1102,169,169,170,169,169,2720,1261,659,714,175,96,672,2,190,1039,2867,190,2943,2721,3,1036,1096,1121,1451,3163,134,185,1107,2901,159,134,134,2894,2894,682,2889,192,2717,2717,2880,2852,160,677,1031,1310,2895,1316,1110,2718,1040,668,0,678,2722,171,2838,1091,655,1099,1099,1099,1062,2811,1096,171,171,134,127,2811,1099,1099,1099,1091,182,1089,171,1102,668,2708,2717,176,126,160,2710,2712,665,129,207,182,4,192,134,2170,2168,1394,1364,1119,661,1321,1389,1452,1302,2183,1301,1321,1120,1102,1349,2181,1106,1307,1101,1326,2714,184,1068,2887,1050,1031,1036,2878,1088,154,1310,1100,184,1310,1308,1308,1310,1310,1347,1305,1423,2172,1417,2183
GCF_002843195,677,674,686,173,686,672,672,1069,673,1070,174,702,1070,1069,1076,699,699,672,174,1070,680,1070,679,1070,1070,1070,174,1070,677,698,670,699,693,672,1070,678,1069,672,680,672,673,1055,1086,677,677,678,677,677,2685,1237,231,334,669,688,206,680,667,1006,2858,667,2936,2694,681,1000,1068,1071,1518,3167,701,659,1063,2896,671,701,701,2881,2881,224,2882,677,2689,2689,2879,2842,672,217,994,1292,2882,1290,1062,2690,1010,219,678,0,2693,676,2841,1069,174,1084,1084,1084,1016,2799,1081,703,703,701,702,2799,1084,1084,1084,1069,680,1073,703,1078,219,2679,2689,671,701,678,2681,2678,224,704,683,673,682,677,701,2136,2141,1486,1445,1068,180,1295,1462,1519,1272,2154,1272,1295,1069,1084,1428,2150,1080,1284,1079,1295,2679,685,1225,2880,1009,990,1000,2871,1066,668,1408,1081,685,1408,1434,1434,1435,1435,1426,1429,1493,2143,1496,2154
GCF_002863965,2724,2711,2723,2685,2723,2707,2707,2752,2708,2753,2686,2736,2752,2752,2739,2714,2714,2707,2686,2752,2710,2752,2713,2753,2753,2753,2686,2752,2724,2734,2717,2735,2724,2707,2753,2702,2752,2707,2717,2707,2708,2740,2758,2724,2724,2725,2724,2724,153,2635,2687,2681,2722,2721,2696,2722,2726,2683,2634,2726,2699,33,2723,2675,2748,2759,2793,2787,2735,2721,2740,2688,2706,2735,2735,2619,2619,2684,2628,2717,142,142,2624,2569,2707,2691,2684,2694,2620,2692,2741,143,2677,2682,2722,2693,0,2718,2561,2752,2686,2746,2746,2746,2731,2652,2746,2720,2720,2735,2743,2652,2746,2746,2746,2752,2722,2751,2720,2745,2682,134,142,2713,2742,2702,134,145,2698,2745,2726,2719,2724,2717,2735,2869,2878,2780,2766,2752,2691,2692,2763,2794,2704,2879,2716,2692,2753,2758,2744,2873,2762,2695,2760,2704,154,2722,2787,2637,2705,2674,2675,2633,2748,2709,2785,2754,2722,2785,2754,2754,2752,2752,2742,2746,2784,2873,2760,2879
GCF_002871775,149,132,161,649,161,151,151,1108,152,1109,650,186,1109,1108,1110,161,161,151,650,1109,156,1109,158,1109,1109,1109,650,1109,149,204,139,205,188,151,1109,119,1108,151,150,151,152,1098,1117,149,149,150,149,149,2712,1264,664,701,150,177,675,173,173,1066,2879,173,2944,2717,174,1063,1100,1111,1470,3171,185,86,1106,2908,150,185,185,2903,2903,677,2900,189,2709,2709,2891,2856,151,679,1058,1314,2904,1320,1102,2710,1068,665,171,676,2718,0,2843,1108,650,1110,1110,1110,1067,2826,1107,165,165,185,192,2826,1110,1110,1110,1108,152,1108,165,1119,665,2700,2709,117,191,119,2702,2706,657,194,156,119,175,189,185,2167,2165,1405,1353,1112,661,1323,1370,1471,1300,2182,1297,1323,1113,1118,1329,2179,1121,1316,1118,1328,2703,160,1090,2898,1070,1055,1063,2889,1100,153,1297,1117,160,1297,1315,1315,1317,1317,1327,1316,1444,2171,1424,2182
