ID	ST_new	Cluster__autocolour	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain
GCF_014230205	350	661	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN15770403	Mammalian	China	2018	FF141
GCF_004322975	22	575	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03456000	"NA"	USA	2015	ABFQG
GCF_002289385	placeholder_ST85	257	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN07441838	Insect	USA	2013	TSA-1
GCF_016503835	59	663	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN12220310	Human	USA	2018	CB00105
GCF_013743055	150	664	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_001471655	placeholder_ST207	666	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN03996310	Human	USA	2014	FDAARGOS_166
GCF_019270255	placeholder_ST208	667	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824628	Other	Thailand	"NA"	Colony217
GCF_013786345	placeholder_ST209	668	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148552	Environment	United Kingdom	2017	RHBSTW-00229
GCF_016501885	placeholder_ST112	311	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN16339985	Human	USA	2019	CB00142
GCF_013337065	11	669	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082844	Human	USA	2018	RS77
ERQ0189	150	670	Citrobacter freundii	99.47%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_905232605	18	671	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_019448475	284	226	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20477952	Avian	China	2020	LHC3
SG18_100_2_S18	183	672	Citrobacter youngae	99.77%	Gull	Int	"NA"	Gull	Australia	2018	"NA"
ERQ0224	110	673	Citrobacter braakii	99.67%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_018441215	22	675	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372143	Human	Germany	2019	Survcare252
GCF_013733095	placeholder_ST71	677	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_000714305	139	678	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02680232	Human	Tanzania	2009	5-172-05_S1_C1
GCF_013826505	placeholder_ST210	679	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148288	Bovine	United Kingdom	2017	RHB30-C03
GCF_004331575	placeholder_ST211	680	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10437850	Other	Canada	2009	HH5
GCF_019731005	placeholder_ST212	682	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14389597	Human	China	2020	Y03
ERQ0278	150	670	Citrobacter freundii	99.49%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_019270295	placeholder_ST105	292	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824626	Other	Thailand	"NA"	Colony364
GCF_019584545	placeholder_ST155	446	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN11855572	Environment	Nigeria	2017	EC_49
GCF_011064845	placeholder_ST92	271	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14128751	"NA"	"NA"	2018	ATCC 8090
GCF_017151535	388	200	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15659129	Avian	China	2019	F4
GCF_001022275	22	684	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03733754	Human	USA	2012	CAV1741
SG18_223_S110	187	685	Citrobacter youngae	99.77%	Gull	Int	"NA"	Gull	Australia	2018	"NA"
GCF_013395115	214	686	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15425030	Environment	Bangladesh	2019	SRS1
GCF_001689745	placeholder_ST213	689	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN04246388	Environment	Canada	2006	A47
GCF_004331545	362	562	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10437852	Other	Canada	2009	HH7
GCF_016500895	8	690	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340018	Human	USA	2019	CB00180
GCF_013168975	placeholder_ST214	691	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11394728	Human	Colombia	2015	C1-185
GCF_014337275	placeholder_ST113	315	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN08148341	Human	USA	"NA"	MGH279
GCF_004344985	22	692	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_005281055	placeholder_ST25	693	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN11369629	"NA"	Poland	"NA"	wls711
GCF_013798115	placeholder_ST215	694	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN15148449	Environment	United Kingdom	2017	RHBSTW-00011
GCF_004327825	98	696	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_016894305	134	697	Citrobacter portucalensis	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_019655555	placeholder_ST216	698	Citrobacter freundii	100.00%	RefSeq	Ext	SAMD00298537	"NA"	"NA"	"NA"	"NA"
GCF_003812345	212	699	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10163242	Human	"NA"	"NA"	FDAARGOS_549
GCF_905232695	18	700	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_016501625	125	701	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16339998	Human	USA	2019	CB00156
GCF_016905745	65	703	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16933271	Human	Czech Republic	2018	CF48294
GCF_003175795	396	705	Citrobacter freundii	100.00%	RefSeq	Ext	SAMD00115687	"NA"	"NA"	"NA"	"NA"
GCF_014103235	placeholder_ST5	706	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_020710145	placeholder_ST217	707	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN22377415	Human	Czech Republic	2019	50714CZ
ERQ0674	placeholder_ST218	708	Citrobacter braakii	99.22%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_916618775	placeholder_ST219	709	Citrobacter murliniae	100.00%	RefSeq	Ext	SAMEA9543695	"NA"	"NA"	"NA"	"NA"
GCF_004181935	22	710	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10847461	Human	France	2016	ICR003203
GCF_016501425	95	711	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340004	Human	USA	2019	CB00162
GCF_018919545	placeholder_ST220	712	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN19645715	Human	"NA"	2016	S46_ASV_140
GCF_016894145	placeholder_ST221	713	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824632	Other	Thailand	"NA"	Colony488
ERQ0259	placeholder_ST147	714	Citrobacter freundii	99.32%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_016500465	307	715	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340039	Human	USA	2019	CB00205
GCF_009649895	placeholder_ST222	716	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN13135737	Plant	China	2017	H12-3-2
GCF_016503805	91	717	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220308	Human	USA	2018	CB00103
GCF_018422965	19	718	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373001	Human	Germany	2018	Survcare316
GCF_013589875	150	720	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_900520375	116	721	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA4830818	"NA"	"NA"	"NA"	"NA"
GCF_901456225	62	175	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA5578849	"NA"	"NA"	"NA"	"NA"
GCF_016505165	98	722	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435580	Human	USA	2017	CB00036
GCF_016505285	307	577	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_016905585	65	723	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16933288	Human	Czech Republic	2019	CF51238
GCF_013890595	placeholder_ST58	173	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN15148180	Bovine	United Kingdom	2017	RHB20-C15
GCF_002934505	167	373	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_014596895	placeholder_ST140	725	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15963933	Other	Germany	2015	C1
GCF_001412755	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872776	"NA"	USA	2011	RU2 LB36
GCF_018443215	97	726	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN17372004	Human	Germany	2016	Survcare083-1
GCF_016507955	244	727	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10435554	Human	USA	2017	CB00009
GCF_002252025	415	728	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06820765	Environment	China	2016	C191
GCF_014189355	22	729	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11506022	Human	Canada	2018	N18-04078
GCF_013883595	placeholder_ST80	247	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148221	Bovine	United Kingdom	2017	RHB24-C03
GCF_002151775	114	730	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04521890	Human	USA	2015	MGH141
GCF_018067665	placeholder_ST223	732	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN18511072	Human	USA	2020	2020EL-00099
SD_9_A7	placeholder_ST63	189	Citrobacter youngae	98.91%	Gull	Int	"NA"	Gull	Australia	2019	"NA"
GCF_016679915	placeholder_ST224	733	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN17292532	Avian	China	2019	RW4-8
GCF_018107715	507	734	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11513635	Human	Malaysia	2013	CRE414
GCF_018441745	18	735	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372073	Human	Germany	2018	Survcare161
GCF_016502025	placeholder_ST225	736	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13621918	Human	USA	2018	CB00134
GCF_020271725	placeholder_ST226	737	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN20477956	Avian	China	2020	LHC5-1
GCF_015137255	143	738	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMD00195955	"NA"	"NA"	"NA"	"NA"
GCF_001413235	100	739	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872791	"NA"	USA	2013	RU2 BHI15
GCF_019802385	104	740	Citrobacter cronae	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_012843215	placeholder_ST167	486	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN14556206	Environment	South Korea	2018	DNRA3
GCF_009881195	placeholder_ST34	744	Citrobacter amalonaticus	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_001413275	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872794	"NA"	USA	2013	RU2 BHI18
ERQ0217	110	745	Citrobacter braakii	99.64%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_003818115	placeholder_ST65	747	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN10440282	Other	USA	"NA"	CCUG 30791
GCF_014903475	540	748	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN08148314	Human	USA	"NA"	MGH196
GCF_018439105	114	749	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371837	Human	Germany	2017	NRZ-38718
GCF_013337685	placeholder_ST227	750	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN11479447	"NA"	Portugal	2013	UMG736
GCF_013816655	placeholder_ST83	254	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148355	Bovine	United Kingdom	2017	RHB35-C18
GCF_016505255	22	752	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435575	Human	USA	2017	CB00031
ERQ0155	110	753	Citrobacter braakii	99.71%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_008086465	17	754	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN08027248	Human	China	2014	WCHCP085039
GCF_018439185	22	755	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371833	Human	Germany	2017	NRZ-37969
SG18_229_S54	347	756	Citrobacter pasteurii	99.26%	Gull	Int	"NA"	Gull	Australia	2018	"NA"
GCF_020559425	525	438	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN22167496	Human	USA	"NA"	DFI.7.8
SG18_8_S1	placeholder_ST25	758	Citrobacter gillenii	99.54%	Gull	Int	"NA"	Gull	Australia	2018	"NA"
GCF_014802885	22	759	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205304	Human	France	2018	179I1
GCF_004005035	22	760	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644678	Human	France	2017	106F1
GCF_016894045	placeholder_ST228	761	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824638	Other	Thailand	"NA"	Colony473
GCF_021440245	85	762	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN24245010	Fish	Portugal	2019	INSAq234
ERQ0681	116	763	Citrobacter freundii	99.44%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_002918455	placeholder_ST44	117	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN08395897	Plant	"NA"	"NA"	S1280
GCF_016504885	388	765	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10435597	Human	USA	2017	CB00054
GCF_020215765	284	226	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20477954	Avian	China	2020	XMY1F802-7
GCF_000826205	placeholder_ST122	338	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMEA3099656	"NA"	"NA"	"NA"	"NA"
GCF_015668205	placeholder_ST229	766	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15533161	Human	USA	2016	1001302B_160321_C4
GCF_018441765	18	767	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372074	Human	Germany	2018	Survcare162
GCF_013786025	placeholder_ST42	768	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148581	Environment	United Kingdom	2017	RHBSTW-00334
GCF_902807175	placeholder_ST230	769	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA6574524	"NA"	"NA"	"NA"	"NA"
GCF_016503095	placeholder_ST231	770	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN13621921	Human	USA	2018	CB00137
GCF_020215805	284	226	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20477953	Avian	China	2020	LHC31-1
GCF_016503305	415	531	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13621910	Human	USA	2018	CB00126
GCF_013786565	22	771	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_017151595	placeholder_ST232	772	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15659132	Avian	China	2019	F3R
GCF_004005615	22	773	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644671	Human	France	2017	12200000
GCF_019660585	placeholder_ST233	774	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN20568180	Human	China	2015	CF-15-33
GCF_002919485	placeholder_ST44	117	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN08395898	Plant	"NA"	"NA"	S1281
GCF_016507625	482	775	Citrobacter murliniae	100.00%	RefSeq	Ext	SAMN11284921	Human	USA	2018	CB00078
GCF_009881175	placeholder_ST34	86	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945273	Human	USA	2015	BIOML-A2
GCF_005281195	placeholder_ST234	777	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN11369618	"NA"	Poland	"NA"	wls613
GCF_014170055	placeholder_ST235	778	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15086845	Human	USA	2018	IDR1800045912-01-00
GCF_011603985	placeholder_ST236	779	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN14218527	Annelid	Denmark	2019	MM2020_5
GCF_002075345	placeholder_ST237	780	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN06219870	Other	France	"NA"	ATCC 51113
GCF_017151515	388	200	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15659128	Avian	China	2019	F5
GCF_016504785	placeholder_ST40	781	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN10435601	Human	USA	2017	CB00058
GCF_014855595	252	451	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12219574	Human	Germany	2014	CF12637
GCF_014855645	252	451	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12219573	Human	Germany	2014	CF11993
GCF_016893985	31	174	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824636	Other	Thailand	2019	Colony226
GCF_018449455	placeholder_ST71	782	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN19182481	Environmental facility	Peru	2017	CF248
GCF_013169475	328	783	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN07291424	Human	Colombia	2014	C1-154
GCF_019660945	22	784	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN20568165	Human	China	2014	CF-14-50
GCF_001273815	88	785	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03975633	Environmental facility	China	2015	WCHCF65
GCF_014903115	8	786	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN08148253	Human	USA	"NA"	MGH214
GCF_019645955	placeholder_ST238	787	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN20585126	Rodent	United Kingdom	2020	C3H
ERQ0211	110	789	Citrobacter braakii	99.64%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_013726615	341	790	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148742	Environment	United Kingdom	2017	RHBSTW-00915
GCF_014855715	111	791	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12219630	Environment	Germany	2017	CF13461
GCF_014802855	22	792	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205308	Human	France	2019	195G4
GCF_016504585	390	795	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN10435608	Human	USA	2017	CB00065
GCF_014856005	252	451	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12219999	Human	Germany	2014	CF13479
GCF_000936345	placeholder_ST239	796	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMEA3217999	"NA"	"NA"	"NA"	"NA"
GCF_013336865	placeholder_ST240	797	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082854	Human	USA	2018	YDC849-1
GCF_009648235	placeholder_ST241	798	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN13064481	Canine	China	2018	MF19
GCF_016505095	placeholder_ST242	799	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_009721615	placeholder_ST243	800	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN12911130	environment	USA	2016	JL978
GCF_003665535	11	801	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729551	Human	USA	2013	UMH19
GCF_009821535	placeholder_ST244	802	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11928074	Avian	"NA"	"NA"	JS97
GCF_013748235	150	720	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148631	Environment	United Kingdom	2017	RHBSTW-00486
GCF_018066625	placeholder_ST245	803	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN18511094	Human	USA	2018	2021EL-00123
GCF_019048045	placeholder_ST72	217	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN16357564	"NA"	Germany	"NA"	FDAARGOS 1422
GCF_905330765	112	805	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_013707835	95	806	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148518	Environment	United Kingdom	2017	RHBSTW-00153
GCF_000809165	placeholder_ST183	807	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN03273575	Human	Singapore	2013	JT3
GCF_018441785	22	808	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372072	Human	Germany	2018	Survcare160
GCF_000783995	placeholder_ST66	207	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN02934510	Human	USA	2013	FDAARGOS_61
GCF_018422725	placeholder_ST105	809	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17373017	Human	Germany	2019	Survcare336
GCF_016503885	22	810	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_001718055	150	811	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05570461	Human	Sierra Leone	2013	SL151
GCF_018883525	187	812	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN18437209	Environment	India	2019	IITK SM2
GCF_001413115	placeholder_ST76	814	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872772	"NA"	USA	2011	RU2 LB32
GCF_004004645	22	815	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644710	Environmental facility	France	2017	064C1
GCF_014103715	placeholder_ST246	816	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148553	Environment	United Kingdom	2017	RHBSTW-00231
GCF_000208765	placeholder_ST33	817	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA2272125	"NA"	"NA"	"NA"	"NA"
GCF_013336955	9	818	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN14082849	Human	USA	2013	YDC645
GCF_014103885	91	819	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148535	Environment	United Kingdom	2017	RHBSTW-00199
GCF_018066575	22	820	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN18511095	Human	USA	2019	2021EL-00124
GCF_013814485	placeholder_ST247	821	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148369	Bovine	United Kingdom	2017	RHB36-C18
GCF_002786865	427	822	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN07944242	Human	South Korea	2015	CRCB-101
GCF_019382635	218	823	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN17843179	Other	Thailand	2019	Colony219
GCF_015674725	placeholder_ST35	143	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16304138	Swine	Canada	2017	Res13-Lact-EC05-01
ERQ0677	placeholder_ST218	824	Citrobacter braakii	99.25%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_002934585	placeholder_ST248	825	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN06040393	"NA"	USA	2016	CFNIH10
GCF_018439765	98	826	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371802	Human	Germany	2016	NRZ-31131
GCF_013739755	placeholder_ST165	828	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148654	Environment	United Kingdom	2017	RHBSTW-00570
GCF_016507745	114	829	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435611	Human	USA	2018	CB00069
GCF_003938795	placeholder_ST249	830	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN10163198	Human	USA	2014	FDAARGOS_490
GCF_000786265	296	831	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03025290	Bovine	Canada	2013	GTA-CB01
ERQ0046	placeholder_ST250	832	Citrobacter freundii	99.40%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_013785525	placeholder_ST251	833	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148603	Environment	United Kingdom	2017	RHBSTW-00408
ERQ0192	166	834	Citrobacter portucalensis	99.31%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
ERQ0241	481	835	Citrobacter freundii	99.30%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_013738915	110	836	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_011030295	91	837	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14120186	Human	Lebanon	2018	CFM_67
GCF_002903305	166	838	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN04287052	"NA"	USA	2015	CFNIH9
GCF_001058675	placeholder_ST233	839	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03198081	Human	USA	"NA"	874_CKOS
GCF_004005085	62	840	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644675	Human	France	2017	102B9
GCF_000734905	placeholder_ST92	271	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02742758	Environment	Netherlands	"NA"	ATCC 8090
GCF_013783065	placeholder_ST252	841	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148762	Environment	United Kingdom	2017	RHBSTW-00986
GCF_001482545	65	842	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_021440705	64	843	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN24244975	Fish	Portugal	2018	INSAq43
GCF_001412815	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872792	"NA"	USA	2013	RU2 BHI16
GCF_016504355	19	845	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435617	Human	USA	2018	CB00075
GCF_019659965	placeholder_ST253	846	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20568202	Human	China	2015	CF-15-2-165
GCF_016501455	116	612	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340003	Human	USA	2019	CB00161
GCF_006965505	placeholder_ST254	847	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11653541	Human	Switzerland	2019	133355-SW-C4-Cam
GCF_002252125	415	728	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06820767	Environment	China	2016	c196
GCF_016502155	108	848	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN10435587	Human	USA	2017	CB00043
GCF_001880915	396	849	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05447777	Human	Spain	2014	CF_15_ST_94
GCF_013336965	102	850	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN14082851	Human	USA	2014	YDC667-1
GCF_002151695	placeholder_ST239	851	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN04521900	Human	USA	2015	MGH151
GCF_007004285	87	852	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN12219522	Human	Portugal	2017	INSACf32145
GCF_016502205	240	106	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN10435573	Other	USA	2017	CB00029
GCF_021417185	placeholder_ST255	854	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN21237504	Human	China	2018	16F57
GCF_016505545	245	855	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN10435555	Human	USA	2017	CB00010
GCF_020639355	22	18	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN21601015	Human	China	2020	DY2007
GCF_013728515	placeholder_ST126	856	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_014101305	placeholder_ST256	857	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148587	Environment	United Kingdom	2017	RHBSTW-00349
GCF_019800325	295	858	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN12349709	Human	Germany	"NA"	KE3367
GCF_003795375	placeholder_ST66	859	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN08290423	Human	Bolivia	2016	67A
